question,optionA,optionB,optionC,optionD,language,category,language2
一個開發工程師想要在AWS Lambda 內開發一個圖片處理微服務。此服務基於很多不在基礎Lambda運行環境內的程式套件。下列哪個方式應該能讓開發者創造Lambda部署模組?,(A) 將源碼以及所有的依賴套件封裝至一個壓縮檔,"(B) 將源碼以及一個涵蓋所有的依賴套件安裝方法的腳本,封裝至一個壓縮檔,在運行時安裝。","(C) 使用源代碼創建一個ZIP文件,並寄放在Lambda環境變量LD_LIBRARY_PATH指示的Amazon S3存儲桶上","(D) 將源碼以及一個名為buildspec.yml的檔案封裝進壓縮檔,buildspec.yml內存放在Lambda內安裝相依套件的步驟",cht,DVA,cht
"公司A有一個S3存儲桶,裡面存放了他們打算僅向其網站的付費訂閱者提供的主要內容。 目前該S3存儲桶的所有物件均為預設權限,以防止將主要內容無意暴露給非付費網站訪問者。A公司如何才能確保,僅向付費訂閱者提供,在S3存儲桶中下載主要內容文件的功能?","(A) 增加一個桶子策略,確保匿名用戶都能從S3桶子內下載物件。","(B) 當訂閱者要求下載時,為該檔案生成一個預簽發物件連結。","(C) 增加一個桶子策略,使未來要存取S3桶子內物件的時候,必須透過MFA認證。","(D) 為S3桶子啟動伺服器加密,以防有未付費的用戶訪問網站。",cht,DVA,cht
"開發人員正在創建一個AWS Lambda函數,以處理來自AmazonKinesis數據流的數據流。當Lambda函數解析數據並遇到缺少的字段時,它將退出並出現錯誤。該函數正在從Kinesis流中生成重複記錄。當開發人員查看不帶Lambda函數的流輸出時,沒有重複的記錄。重複的原因是什麼?",(A) Lambda函數未將Kinesis串流指針前進到錯誤發生後的下一條記錄。,"(B) Lambda事件源使用異步調用,從而導致記錄重複。","(C) Lambda函數未處理該錯誤,且Lambda服務會嘗試重新處理數據。",(D) Lambda函數無法跟上來自串流的數據量。,cht,DVA,cht
"有一個公司正在開發一款應用,其將會放置在由Auto Scaling 所啟動的一系列EC2 實例中,並能夠存取一台在EC2實例中運行的資料庫。該應用為了與資料庫進行安全連線,必須儲存安全連線資訊,且要能夠允許這個安全連線資訊會經常性地更換,且在更換時,並不會影響該應用。 下列哪一個方法是最能安全滿足該些需求的?","(A) 協派一個可以存取該資料庫權限的IAM角色,給正在運行應用的EC2實例","(B) 透過 AWS 系統管理員參數儲存庫的資料型態 - 安全字串,去儲存密碼。","(C) 將該應用設定為,將密碼存放在S3物件的標頭上。",(D) 將資料庫密碼直接寫在應用的程式碼中。,cht,DVA,cht
"有一間公司需要一支REST API, 此API要可以取得S3桶子的內容,比如裡面儲存了多少個物件。公司決定要以微服務的方式開發API,過程中會使用AWS Lambda與 API Gateway。開發者應該如何確保該微服務能夠以安全合規的方式,存取S3服務?","(A) 創造一個IAM用戶,其具備讀取S3桶子的權限,並將該用戶的存取憑證,儲存在Lambda函數的源碼。","(B) 創造一個IAM角色,其具備讀取S3桶子的權限,並將該角色協派給Lambda函數,作為執行角色。","(C) 為該S3桶子創建一個 桶子策略,其允許Lambda服務存取該S3桶子。","(D) 創造一個IAM角色,其具備S3桶子完全管理的權限,並將該角色協派給Lambda函數,作為執行角色。",cht,DVA,cht
"您每秒在DynamoDB表中插入1000個新項目。 每小時進行一次分析,然後不再需要該些資料。 您需要最小化預配置的吞吐量,存儲和API調用。 鑑於這些要求,管理這些項目的最有效方法是什麼?",(A) 將資料保留在資料表內。,(B) 分別在資料存活24小時後刪除。,"(C) 每小時刪除原有表格,並建立新表。",(D) 每小時建立一張新表。,cht,DVA,cht
"一個開發工程師想要容器化現有的三層式應用,並將其部署到Amazon ECS Fargate。該應用透過會話資料來追蹤、用戶活動的軌跡。哪一個方法能夠提供最好的用戶體驗?","(A) 在Amazon ElastiCache內啟用一個 Redis叢集,並將會話資料存入叢集內。","(B) 在Amazon Redshift內創建一張會話表,並將會話資料存入該資料庫表格內。","(C) 為已經存在的 網路附載均衡器啟動黏性會話,並在容器中管理會話資料。","(D) 使用 Amazon S3 桶子當作資料儲存空間,並將會話資料存入桶子中。",cht,DVA,cht
"有一個透過Lambda開發的生產應用,工程師必須對此應用的效能議題進行分析。 這個Lambda應用會需要去調度其他組件,那麼關於生產時所出現的效能問題,工程師應該優先去檢查哪個部分?","(A) 在Lambda內追加日誌紀錄,並透過CloudWatch去檢視日誌。","(B) 使用AWS CloudTrail,而後去檢測日誌。","(C) 使用AWS X-Ray,而後去檢測註解與錯誤。",(D) 運行Amazon Inspector agents 並分析效能。,cht,DVA,cht
"開發人員正在創建預算有限的移動應用程序。該解決方案需要可擴展的服務,該服務將使客戶能夠在使用組織的當前SAML 2.0身份提供程序時註冊並驗證到移動應用程序中。應該使用哪種AWS服務來滿足這些要求?",(A) AWS Lambda,(B) Amazon Cognito,(C) AWS IAM,(D) Amazon EC2,cht,DVA,cht
"一家公司使用Amazon API Gateway和API Gateway本機API密鑰驗證來維護REST服務。 該公司最近啟動了一個新的註冊頁面,該頁面允許用戶註冊該服務。 註冊頁面使用CreateApiKey創建新的API密鑰,並將新密鑰發送給用戶。 當用戶嘗試使用此鍵調用API時,用戶會收到403 Forbidden錯誤。 現有用戶不受影響,仍然可以調用API。 要更新哪些代碼才能讓這些新用戶具有訪問API的權限?","(A) 必須調用createDeployment方法,以便可以將API重新部署,使新創建的API密鑰被涵蓋進來。","(B) 必須調用 updateAuthorizer 方法,以便可以將API重新部署,使新創建的API密鑰被涵蓋進來。","(C) 必須調用importApiKeys方法,將所有新創建的API密鑰導入API的當前階段。","(D) 必須調用createUsagePlanKey方法,而後將新創建的API密鑰與正確的使用計劃相關聯。",cht,DVA,cht
"有一個運行在EC2實例上的應用,需要調度AWS架構。請教該台EC2實例要如何設定,才能安全地調度AWS?","(A) 使用AWS 命令列的過程中,透過第四代簽章進行簽發。","(B) 運行aws configure指令,並指定存取金鑰id與安全存取金鑰。","(C) 為EC2實例指明一個Role,並給予必要的權限。","(D) 在每一次使用AWS命令列的時候,都把存取金鑰id以及安全存取金鑰當作參數傳入。",cht,DVA,cht
"有一個無伺服器化應用,使用了API Gateway與 AWS Lambda,當函數被調用時,Lambda函數應該將會話資訊存在哪裡?",(A) 存放在DynamoDB表格內,(B) 存放在SQS的佇列中。,(C) 存在本地檔案系統內,"(D) 存放在 SQLite 的會話表內, using -DSQLITE_ENABLE_SESSION24",cht,DVA,cht
當前架構使用許多Lambda函數作為大型狀態機相互調用。該狀態機的協調是易於破壞的舊式自定義代碼。哪種AWS服務可以幫助重構和管理狀態機?,(A) AWS Data Pipeline,(B) AWS SNS 搭配 AWS SQS,(C) Amazon Elastic MapReduce,(D) AWS Step Functions,cht,DVA,cht
"開發人員正在使用一個應用程序處理10MB的文檔,其中包含高度敏感的數據。 該應用程序將使用AWS KMS執行客戶端加密。 必須遵循哪些步驟?","(A) 將明碼資料傳入, 並引入客戶端管理的金鑰,以金鑰的ARN當參數,調度 Encrypt API 進行加密","(B) 調用GenerateRandom API 取得資料加密金鑰,並使用資料加密金鑰去加密資料。","(C) 調用GenerateDataKey API 取得加密版本的資料加密金鑰,並使用資料加密金鑰去加密資料。","(D) 調用GenerateDataKey API 取得明文的資料加密金鑰,並使用資料加密金鑰去加密資料。",cht,DVA,cht
"在開髮用於處理Amazon Kinesis數據流的AWS Lambda函數時,公司內部的管理員必須收到包含已處理數據的通知。開發人員應如何編寫功能以將處理後的數據發送給管理員?",(A) 將Lambda處理程序與核心邏輯分開,(B) 使用Amazon CloudWatch Events發送已處理的數據,(C) 將處理後的數據發佈到Amazon SNS主題,(D) 將處理後的數據推送到Amazon SQS,cht,DVA,cht
Amazon S3為服務器端加密提供哪種類型的分組密碼?,(A) Triple DES,(B) 進階加密標準,(C) Blowfish,(D) RC5,cht,DVA,cht
有一個工程師要將交易寫入一張名為SystemUpdate的資料表格。此資料表格有五個讀取單位可使用。 下列哪個方案能提供最高的讀取輸出?,"(A) 使用5個最終一致性的讀取容量單位,讀取大小為4 KB的項目","(B) 使用5個強一致性的讀取容量單位,讀取大小為4 KB的項目","(C) 使用15個最終一致性的讀取容量單位,讀取大小為1 KB的項目","(D) 使用15個強一致性的讀取容量單位,讀取大小為1 KB的項目",cht,DVA,cht
開發人員正在創建不需要用戶登錄的移動應用程序。那麼授予匿名用戶訪問AWS資源訪問權限的最有效方法是什麼?,"(A) 使用一個使用身份提供者,來為應用程序進行安全身份驗證。","(B) 當有用戶訪問應用時,創造出一個Lambda函數,其會創造一個IAM用戶。","(C) 當使用應用程序時,透過KMS創建憑證,並用於用戶的憑證上。","(D) 透過Amazon Cognito 串連未認證的用戶,透過IAM角色,在有限度的情況下,存取資源。",cht,DVA,cht
"一位開發工程師創造了一個大型Lambda函數,但在部屬的過程中,發生了錯誤。錯誤指出該函數在為壓縮的情況下超過了xxxxx位元組,xxxxx位元組是現在Lambda函數的限制。請問開發工程師應該如何修正這問題?",(A) 向AWS Support提交一個增加該函數所需的空間限制之請求。,(B) 使用一個相較於ZIP更有效率的壓縮演算法,(C) 將該函數拆成多個更小的Lambda函數,(D) 將該壓縮檔進行二次壓縮,cht,DVA,cht
"開發人員創建了一個新的AWS IAM用戶,該用戶具有s3 put對象權限以寫入特定的Amazon存儲桶。 此S3存儲桶使用服務器端加密方案,並以AWS KMS託管密鑰(SEE-KMS)用作加密。 在使用IAM用戶的訪問密鑰和秘密密鑰時,調用PutObject API時收到拒絕訪問錯誤。 該問題如何解決?","(A) 更新IAM用戶的策略,允許其能對s3進行加密操作。","(B) 更新S3存儲桶的存儲桶策略,允許IAM用戶上傳物件。","(C) 更新IAM用戶的策略,以允許其能使用kms GenerateDatakey 動作。","(D) 更新存儲桶的ACL,以允許IAM用戶上傳物件。",cht,DVA,cht
有一間公司將網頁應用的會話資訊存放在DynamoDB的表格中。該公司想要自動地將舊資料從表格內移除。下列哪個方法能夠最簡單完成此目標?,"(A) 寫一個用來刪除舊資料的腳本,並在EC2實例上做定期排程執行該腳本。","(B) 增加一個過期時間的屬性,並依照該屬性啟用存活時間功能。","(C) 每天創造一張表格,用來存放會話資料,並將前一天的表格刪除。",(D) 添加一個帶有到期時間的屬性; 將屬性命名為Item Expiration。,cht,DVA,cht
"開發人員正在創建一個需要身份驗證的Web應用程序,但它還需要支持訪客,且向訪客提供無需身份驗證但有限的訪問權限。 哪些服務可以為應用程序提供支持以允許訪客訪問?","(A) 透過AWS STS,派發IAM的臨時憑證。",(B) Amazon Directory Service,"(C) 使用Amazon Cognito,並啟用不需授權之存取功能。","(D) 使用IAM,並啟用SAML集成。",cht,DVA,cht
"有一位開發者必須將敏感資料存放在S3,以至於該資料必須在資料靜置時為加密狀態。 且加密金鑰必須至少一年輪換一次。 下列哪個方法是達到目的最簡單的方式?","(A) 在上傳至S3之前,先加密資料。","(B) 引入用戶的金鑰至KMS內,並啟用年度更換功能","(C) 使用AWS KMS服務,並啟用自動金鑰更換。","(D) 從KMS內輸出一隻金鑰,並用來加密資料",cht,DVA,cht
Web應用程序正在使用Amazon Kinesis Streams來獲取可能長達12個小時未使用的點擊流數據。開發人員如何在Kinesis Streams中對數據進行靜態加密?,(A) 啟用SSL連線至 Kinesis,(B) 使用Amazon Kinesis Consumer Library,(C) 使用Lambda函數在數據靜止後對其進行加密,(D) 在Kinesis Streams中啟用服務器端加密,cht,DVA,cht
"一家公司希望將其Web應用程序遷移到AWS,並利用Auto Scaling來處理巔峰期的工作負載。解決方案架構師判定,此應用在Auto Scaling事件的最佳指標,是同時使用的用戶數。 基於此信息,開發人員應如何基於同時使用的用戶數,來做自動縮放?","(A) 當并發用戶到達閥值時,會觸發一個SNS的標題。",(B) Amazon Cloudwatch 的網路流量指標。,(C) CloudFront利用Edge Location 進行自動擴展,"(D) 一個客製化Clouwatch指標,裡面記錄併發用戶數。",cht,DVA,cht
"公司運行一個電子商務網站,其資料庫使用Amazon DynamoDB,該網站上的商品定價實時動態更新。 在任何時間裡,特定產品的價格信息都有可能同時發生多個更新。 這導致原始編輯的更改在沒有適當的審閱過程,而被覆蓋。 應該選擇哪個DynamoDB寫入選項來防止這種覆蓋?",(A) Concurrent writes,(B) Conditional writes,(C) Atomic writes,(D) Batch writes,cht,DVA,cht
"一家公司希望在AWS上對其工作負載實施持續集成。 該公司希望觸發其管道中的單元測試以提交其代碼存儲庫,並希望收到有關管道中失敗事件的通知。 如何滿足這些要求?",(A) 將源代碼存儲在AWS CodeCommit中。 創建一個CodePipeline自動執行單元測試。 使用Amazon SNS觸發失敗事件的通知。,(B) 將源代碼存儲在GitHub中。 創建一個CodePipeline自動執行單元測試。 使用Amazon SES觸發失敗事件的通知。,(C) 將源代碼存儲在GitHub中。 創建一個CodePipeline自動執行單元測試。 使用Amazon CloudWatch去觸發失敗事件的通知。,(D) 將源代碼存儲在AWS CodeCommit中。 創建一個CodePipeline自動執行單元測試。 使用Amazon CloudWatch去觸發失敗事件的通知。,cht,DVA,cht
"開發者正在開發一個管理金融交易的應用,為了增強安全性,要在登錄時引入多重因素驗證功能,下列哪個服務能夠讓開發者滿足該些需求?","(A) 透過DynamoDB去儲存MFA的會話資料,另外由SNS寄發該MFA的認證碼。",(B) Amazon Cognito 搭配多重因素驗證,(C) AWS Directory Service,(D) AWS IAM 搭配多重因素驗證,cht,DVA,cht
"公司需要每小時從數千個源中獲取數TB的數據,這些源幾乎全天不間斷地交付。一天中生成的消息量各不相同。必須實時傳遞消息,以進行欺詐檢測和實時操作儀表板。哪種方法可以滿足這些要求?","(A) 將消息發送到Amazon SQS隊列,然後使用一系列Amazon EC2 執行個體處理消息","(B) 使用Amazon S3 API將消息寫入S3儲存貯體,然後使用Amazon Redshift處理消息",(C) 使用AWS Data Pipeline將數據的移動和轉換自動化,(D) 使用Amazon Kinesis Data Streams 和Kinesis Client Library 來處理和傳遞消息,cht,DVA,cht
"在DynamoDB裡面,當發現是客戶端請求異常時,會傳哪一類型的HTTP回應?",(A) 5xx HTTP response code,(B) 200 HTTP response code,(C) 306 HTTP response code,(D) 4xx HTTP response code,cht,DVA,cht
"最近有一間公司,將其使用NoSQL的資料庫的網路應用搬遷到AWS上,此公司使用自動增減服務,去拓展網頁與應用端的機器,現在發現有超過95%以上的DynamoDB資料庫請求流量都是重複的。請教要如何擴增DynamoDB去緩存該些重複的請求流量?",(A) Amazon EMR,(B) Amazon DynamoDB Accelerator,(C) Amazon SQS,(D) Amazon CloudFront,cht,DVA,cht
"在東京地區配置了Amazon S3存儲桶“ myawsbucket”的網站託管,該地區的網站終端節點域名是什麼?",(A) www.myawsbucket.ap-northeast-1.amazonaws.com,(B) myawsbucket.s3-website-ap-northeast-1.amazonawscom,(C) myawsbucket.amazonaws.com,(D) myawsbucket.tokyo.amazonaws.com,cht,DVA,cht
"有一間跨國公司,其有一個運行在EC2實例上的應用,專門用來處理S3上的圖片檔案,從瀏覽器傳來了許多用戶流量,造成效能下降。 下列哪個優化方案能夠讓開發者增加應用的效能?",(A) 在S3存儲桶中創建多個前綴以提高請求率,"(B) 創建一個Amazon ElastiCache集群,用來緩存並提供經常訪問的項目。",(C) 使用Amazon CloudFront來提供存儲在Amazon S3中的圖像的內容。,"(D) 向AWS support提交申請,以請求提高S3存儲桶的速率限制。",cht,DVA,cht
"有一個Lambda函數已被打包並部署到多個環境中,包括開發,測試,生產等。每個環境都有唯一的資源集,例如數據庫等。Lambda函數如何調度當前環境的資源?",(A) 為Lambda函數貼標籤,(B) 將資源的位置直接寫在源碼上。,(C) 透過Lambda函數裡面的環境變數。,(D) 在開發與生產環境內各用一個Lambda函數。,cht,DVA,cht
"公司需要將在AWS中運行的完全託管的源代碼控制服務。該服務必須確保通過對等交換變更集來使修訂控制同步多個分佈式存儲庫。即使未連接到網絡,所有用戶也需要高效地工作。應該使用哪種源代碼控制服務?",(A) Subversion,(B) AWS CodeBuild,(C) AWS CodeCommit,(D) AWS CodeStar,cht,DVA,cht
"有一個共享會話狀態的電商網路應用,其目前要從本地遷移到雲端。而該應用必須得要容錯且高可用性,並且任何服務的中斷都不應該影響到用戶體驗。請教哪一個選項是最合適儲存會話狀態的?",(A) 將會話狀態存放至ElastiCache,(B) 將會話狀態存放至CloudFront,(C) 將會話狀態存放至S3,"(D) 使用彈性負載均衡,並啟用黏性會話",cht,DVA,cht
"有一間公司透過 API Gateway發展了一系列API,這些API被調用的時候,必須透過OpenID 身份提供者作認證,如亞馬遜或臉書等。該些API 應該要允許一些客製化的認證方式,為了要為該些API建構一個認證與授權的機制,下列哪一個方案是最簡單且安全的設計?","(A) 使用Amazon Cognito 的用戶池,並基於JWT去作客制驗證,辨認並授權用戶。","(B) 基於臉書或亞馬遜,構建一個 OpenID 令牌的轉換器。 用戶透過該身份憑證提供商進行驗證,並在每一次調用API的時候,將JWT傳入API。","(C) 將用戶憑證存入 DynamoDB內,並透過應用向AWS STS調用臨時憑證, 在每次調度API的時候,將用戶憑證傳入API,進行辨認與授權。","(D) 將用戶憑證存入 RDS內, 在每次調度API的時候,將用戶憑證傳入API,進行辨認與授權。",cht,DVA,cht
"一家公司正在將其本地數據庫遷移到Amazon RDS for MySQL。 該公司的工作流程中會大量讀取資料,其希望確保對其代碼進行重構以實現查詢的最佳讀取性能。 如何實現這個目標?","(A) 用RDS進行垂直擴增,使對資料庫提升效率。",(B) 使用RDS的多AZ部署方案。,"(C) 添加連接字符串,用於讀取查詢RDS的只讀副本。","(D) 添加連接字符串,使用EC2實例上的只讀副本。",cht,DVA,cht
"有一個停止運作的應用程式,錯誤原因如下,指定的桶子不存在。 這個情境的問題探勘,最好先從哪一個層面著手?",(A) 檢查彈性負載均衡器的日誌確認是否有刪除桶子的請求。,"(B) 檢查 Cloudwatch logs內的應用日誌,是否有刪除桶子的錯誤發生。","(C) 透過X-Ray檢查S3,是否有刪除桶子的警告發生。","(D) 檢查 CloudTrail,是否有刪除桶子的事件發生。",cht,DVA,cht
"開發人員在調用Amazon CloudWatch API時間歇性地收到HTTP 400:ThrottlingException錯誤。呼叫失敗時,不會檢索任何數據。首先應採用哪種最佳實踐來解決此問題?",(A) 聯繫AWS support 以增加限額。,(B) 使用AWS CLI獲取指標,(C) 分析應用程序並刪除API調用,(D) 使用指數退避算法來重複呼叫,cht,DVA,cht
"開發者有一個應用,其每秒都會以平行的方式上傳數以千計的物件到單一帳號的S3。 現在有一個新的需求,放在S3上的資料,必須使用KMS版本的伺服器端加密。追加此功能後,該應用的效能變得緩慢。 以下哪個最可能是導致應用程序延遲的原因?",(A) S3限制了用客戶端金鑰加密物件的上傳速度。,"(B) KMS API 被調用的次數,遠少於他達到預期效能的真實需要次數。","(C) 用戶加密物件的時候,用了相對差的演算法。","(D) KMS要求使用別名,用來創建可映射到CMK的獨立顯示名稱。",cht,DVA,cht
"開發人員正在將現有應用程序遷移到AWS。這些應用程序將MongoDB用作其主要數據存儲,並將它們部署到Amazon EC2實例。管理要求開發人員在使用AWS服務時最大程度地減少對應用程序的更改,開發人員應使用哪種解決方案在AWS中託管MongoDB?",(A) 在運行應用程序的同一執行個體上安裝MongoDB,(B) 以MongoDB兼容模式部署Amazon DocumentDB,(C) 使用Amazon API Gateway將API調用從MongoDB轉換到Amazon DynamoDB。,(D) 將現有MongoDB工作負載複製到Amazon DynamoDB,cht,DVA,cht
"客戶想要在AWS Elastic Beanstalk環境上部署其源代碼。客戶需要以最少的中斷來執行部署,並且應該僅使用現有實例來保留應用程序訪問日誌。哪種部署策略可以滿足這些要求?",(A) 滾動,(B) 一次全部,(C) 以額外批次進行滾動,(D) 不可變,cht,DVA,cht
"開發人員正在為其公司的產品設置Amazon API網關。 該API將註冊為開發人員以查詢和更新其環境。 該公司希望限制終端用戶發送的請求次數。 另外基於成本和安全性原因,管理部門希望為註冊用戶提供多種提高請求量的購買方案。","(A) 基於速率與運行空間,為API Gateway stage啟用流量限制。 若有一個已註冊的大型套件,為其創建stage,調整內容值,並分享新連結給對方。","(B) 在API Gateway中設置Amazon CloudWatch API日誌記錄,並基於user和requestTime字段創建過濾器,並在此過濾器上創建警報,以AWS Lambda函數以分析值和請求者信息,並將函數設置為警告的啟用目標,另外如果註冊用戶選擇了更大的包裹,請使用以下值作為Lambda函數的參數。","(C) 為API Gateway階段啟用Amazon CloudWatch指標,並根據計數指標以及ApiName,Method,Resource和Stage維度設置CloudWatch警報,當請求率超過閾值時,發出警報去禁止調用。如果註冊用戶選擇了更大的程序包 ,創建特定用戶的警報並調整值。","(D) 設置默認的使用計劃,指定速率和突發容量的值,並將其與階段相關聯。如果註冊用戶選擇較大的程序包,創建具有適當值的自定義計劃,並將該計劃與用戶相關聯。",cht,DVA,cht
"一個開發團隊由10個團隊成員組成。 與每個團隊成員的主目錄類似,經理希望向Amazon S3存儲桶中的用戶特定文件夾授予訪問權限。 對於具有用戶名“ TeamMemberX”的團隊成員,除了為每個團隊成員創建不同的策略之外,可以使用哪種方法使所有團隊成員都通用策略的片段?",(A) Use IAM policy condition,(B) Use IAM policy principal,(C) Use IAM policy variables,(D) Use IAM policy resource,cht,DVA,cht
"有一個資訊應用,將其圖片存放在S3的桶子內。另外S3會發起事件去觸發Lambda函數,該函數用於調整圖片的尺寸。調整圖片耗時不超過一秒。請問 AWS Lambda要如何處理這額外的流量?","(A) Lambda 會以水平擴展的方式,因應此併發需求。",(B) Lambda 會以循序的方式處理收到的網路請求。,"(C) Lambda 會在一次啟動的過程中,處理多張照片。","(D) Lambda 會為每一次的執行,增加計算力,以求減少處理時間。",cht,DVA,cht
"開發者正在開發一款應用,此應用必須要能夠偵測到EC2實例運行時的公有IP。此應用要如何獲取此資訊?","(A) 透過訪問http://169.254.169.254/latest/metadata/,取得實例的元數據。","(B) 透過訪問http://169.254.169.254/latest/userdata/,取得實例的用戶資料。",(C) 應用程序透過 IFCONFIG這個指令取得公有ip地址。,(D) 應用程序透過 IPCONFIG這個指令取得公有ip地址。,cht,DVA,cht
"有一間公司為了能夠導入微服務,其管理團隊要求開發團隊構建服務時,能夠讓那些API請求僅依賴於該服務的資料儲存。 有一個團隊目前正在用其資料庫構建一個付款服務;需要從會計資料庫提取一些資料。這兩個資料庫都同時都會使用Amazon DynamoDB。下列哪一個方案可以用最簡單,可靠、解耦且幾乎即時的方式去取得會計資料庫的更新?","(A) 對會計資料庫與帳單資料庫,使用 Amazon Glue進行經常性的資料整理更新。","(B) 將帳單資料存放在Amazon ElastiCache內,並透過會計資料庫內的觸發器去更新緩存",(C) 使用 Amazon Kinesis Data Firehouse 將會計資料庫的更新散播至帳單資料庫。,(D) 使用 Amazon DynamoDB Streams 將會計資料庫的更新散播至帳單資料庫。,cht,DVA,cht
"開發者正在製作一個應用,其使用DynamoDB去追蹤數以百萬條產品評論。 該資料欄位,哪一個用於分區鍵,能為DynamoDB帶來穩定一致的效能?",(A) starRating,(B) reviewID,(C) comment,(D) productID,cht,DVA,cht
"有一個開發者想要透過搜尋與過濾日誌紀錄,來找出應用的臭蟲。 該應用日誌目前存放在Amazon Cloudwatch Logs。 開發者創建了一個指標過濾器,用來計算應用日誌的例外次數。 然而並沒有篩檢出任何結果。 下列哪個原因是導致過濾之後沒有結果被回傳的原因?","(A) 為VPC的終端節點建置一系列的CloudWatch介面,用來過濾在VPC內的CloudWatch log。","(B) CloudWatch Log 只會在過濾器建置之後,才發布事件相關的指標數據。","(C) 在指標過濾後,返回結果之前,應先將CloudWatch Logs的日誌組以串流方式傳輸到Amazon Elasticsearch Service","(D) 日誌組的指標數據點導出到Amazon S3存儲桶之後,才能對其進行過濾。",cht,DVA,cht
"一家公司正在創建一個應用程序,該應用程序將要求用戶訪問AWS服務並允許他們重置自己的密碼。以下哪項將允許公司管理用戶和授權,同時允許用戶重設自己的密碼?",(A) Amazon Cognito身分集區和AWS STS,(B) Amazon Cognito身分集區和AWS IAM,(C) Amazon Cognito使用者集區和AWS KMS,(D) Amazon Cognito使用者集區和身分集區,cht,DVA,cht
"一個應用程序有數百個用戶。 每個用戶可以使用多個設備來訪問該應用程序。 開發人員希望為這些用戶分配唯一的標識符,而不管他們使用什麼設備。 應使用以下哪種方法獲取唯一標識符?","(A) 在DynamoDB裡面創造一張用戶表,並將用戶及其裝置作鍵值配對,使用該鍵做獨一無二的身份辨認。","(B) 使用IAM生成的用戶訪問密鑰ID作為唯一標識符,但不存儲秘密密鑰。","(C) 透過Amazon Cognito,實作開發人員身份,並獲取這些身份的憑證。",(D) 向用戶分配IAM用戶和角色。 使用唯一的IAM資源ID作為唯一標識符。,cht,DVA,cht
"開發人員正在構建移動應用程序,需要對用戶配置文件數據進行更新,而後其推送到特定主體的所有設備內。 開發者不想去管理那些用來維護用戶配置文件數據的後端。 在使用AmazonCognito的情況下,達到這些要求的最有效的方法是什麼?",(A) Use Cognito federated identities.,(B) Use a Cognito user pool.,(C) Use Cognito Sync.,(D) Use Cognito events.,cht,DVA,cht
"一家公司擁有一個使用PHP和WordPress開發並使用AWS Elastic Beanstalk啟動的網站。該網站現在有一個新版本,需要在ElasticBeanstalk環境中進行部署。公司不能讓讓網站停機,如果更新失敗,必須儘快回滾到前一個版本。考量到部署行為必須要對系統是最小影響,應該使用哪種部署方法?",(A) 一次全部部署,(B) 輪轉更換,(C) 快照,(D) 不可變,cht,DVA,cht
"有一個正在開發的應用,必須儲存數以百計的影片檔案。且該些在應用裡的影片檔案,必須以加密的形式儲存,且擁有獨一無二的鍵值。 開發者應該如何開發這個應用?","(A) 透過KMS 的加密API 去加密數據,並儲存加密資料金鑰與資料。","(B) 使用加密算法套件,去產生屬於該應用的加密金鑰,而後使用加密金鑰去加密資料,並保存該加密資料。","(C) 使用 KMS 的 GenerateDataKey API 去取得資料金鑰, 用資料金鑰去加密資料,並儲存資料金鑰與資料。","(D) 透過伺服器端加密的KMS金鑰,對上傳至S3桶子的資料進行加密。",cht,DVA,cht
"有一間公司以Java寫了一個Lambda函式,當用戶上傳圖片至S3桶子的時候,會觸發該函式。將原本的圖片轉換成多種格式,並且將該些圖片複製到另外一個S3桶子內。 但開發者發現,並沒有任何圖片被複製禁第二個桶子。 他們將程式碼移轉到 1GB記憶體的EC2實例上,該實例平均花五百秒完成任務。請問最有可能是什麼原因引起這問題?","(A) Lambda函數的內存不足,需要增加到1 GB以匹配Amazon EC2實例","(B) 檔案需要複製到同一個S3桶子內進行處理,故第二個桶子需要被刪除。","(C) Lambda函數有最大執行時間300秒的限制,因此該函數並未執行完整。","(D) 以Java運行Lambda時存在問題,該函數需要轉換為node.js。",cht,DVA,cht
"有一間公司需要為他們遍布全球的用戶做韌體更新。下列哪個服務能夠在安全可控且低成本的前提下,允許更新下載?","(A) 將CloudFront與S3進行串接,並啟用簽發網址",(B) 為每個消費者都啟用獨立專用的CloudFront分佈,(C) 將CloudFront結合AWS Lambda@Edge做使用,"(D) 集成Amazon API Gateway與Lambda,使其控制對於S3桶子的存取",cht,DVA,cht
"當SQS的消息觸發任務之後,該任務需要5分鐘才能完成,以下哪個過程能讓消息成功被處理並將其從隊列中刪除,最大程度地減少重複處理的可能?","(A) 檢索已經增加可見性超時的消息,處理該消息,並從隊列中刪除該消息。","(B) 檢索已經增加可見性超時的消息,並從隊列中刪除該消息,而後處理該消息。","(C) 檢索具有增加的DelaySeconds的消息,處理該消息,從隊列中刪除該消息。","(D) 檢索具有增加的DelaySeconds的消息,從隊列中刪除該消息,而後處理該消息。",cht,DVA,cht
"有一個網路應用的設計是允許新用戶以電子郵件的方式註冊。此應用會為每個用戶儲存其屬性,且預期未來將會有數以百萬的用戶進行註冊。開發者應該如何去實踐這個設計目標?",(A) Amazon Cognito user pools,(B) AWS Mobile Hub user data storage,(C) Amazon Cognito Sync,(D) AWS Mobile Hub cloud logic,cht,DVA,cht
