question,optionA,optionB,optionC,optionD,language,category,language2
"當前已附加到EC2執行個體的EBS卷,如何從一個可用區遷移到另一個可用區?","(A) 分離該磁碟區,並將其附加到其他AZ中的另一個EC2執行個體","(B) 創建該磁碟區的快照,然後在另一個AZ中使用此快照創建一個新磁碟區","(C) 分離該磁碟區,然後使用ec2 -migrate-volume命令將其移動到另一個可用區","(D) 只需在另一個可用區中創建一個新磁碟區,然後將原始磁碟區指定為來源",cht,SAA,cht
"一家公司希望分析過去12個月中匯總的所有銷售信息,該些來源搜集回來的資料約莫10TB的數據。應該使用什麼服務進行倉儲?",(A) Amazon DynamoDB,(B) Amazon Aurora MySQL,(C) Amazon RDS MySQL,(D) Amazon Redshift,cht,SAA,cht
"應用程序使用Amazon EC2執行個體處理客戶訂單,該執行個體將訂單保存到Amazon Aurora數據庫。有時,當流量很高時,工作負載不足以快速地處理訂單。如何確保將訂單盡快寫入數據庫?","(A) 使用應用程序負載平衡器和Auto Scaling組在多個執行個體之間分配負載。 將訂單寫入Amazon SQS隊列。 使用Auto Scaling組中的EC2執行個體從SQS隊列中讀取並處理訂單,再存進數據庫中。","(B) 在流量較高時增加Web服務器的執行個體大小。 將訂單作為消息寫到Amazon SNS,確保數據庫已訂閱此SNS主題","(C) 使用應用程序負載平衡器和Auto Scaling組在多個執行個體之間分配負載。 將訂單寫入SQS隊列。 當執行個體有可用的閒置CPU時,請從SQS隊列中讀取並處理訂單,再存到數據庫","(D) 使用應用程序負載平衡器和Auto Scaling組在多個執行個體之間分配負載。 將訂單作為消息寫入SNS,確保數據庫已訂閱此SNS主題",cht,SAA,cht
"解決方案架構師設計了基於Amazon Kinesis數據流的系統。工作流投入生產後,該公司注意到它的執行緩慢,確定Kinesis Data Streams為問題所在。其中一個流的總​​吞吐量為10 Mb / s。解決方案架構師應該建議什麼以提高性能?","(A) 使用AWS Lambda預處理數據,並將記錄轉換為更簡單的格式,例如CSV。","(B) 運行“Merge shard”命令減少碎片數量,讓使用者可以更輕鬆地處理。","(C) 將工作流程更改為使用Amazon Kinesis Data Firehose,以獲得更高的輸送量。",(D) 運行“UpdateshardCount”命令以增加串流中的分片數量。,cht,SAA,cht
"您有一個在Amazon EC2執行個體上運行的內容管理系統,該系統的CPU使用率接近100%。哪個選項可以減少Amazon EC2執行個體的負載?","(A) 創建一個新的負載均衡器,並向其註冊Amazon EC2執行個體","(B) 創建一個CloudFront分佈,並將Amazon EC2執行個體設定為來源","(C) 使用CreateAutoScalingGroup動作,從執行個體創建Auto Scaling組","(D) 使用CreateLaunchConfiguration動作,從執行個體創建啟動組態",cht,SAA,cht
"當我們用什麼方式去辨認AWS資源的資訊?,比如IAM政策,RDS Tag等,",(A) IAM使用的ID,(B) 帳戶ID,(C) IAM政策,(D) Amazon資源名稱,cht,SAA,cht
"一家數據分析初創公司要求解決方案架構師為其索引數據推荐一個在AWS上合適的存儲選項,該數據處理引擎每天將生成64 TB的已處理數據。項目大小最大為300 KB數據存儲模型,並且想要的類型是可按隨著數據集大小的增長與工作量以進行擴展的數據庫。架構師應該推薦哪種AWS數據存儲服務?",(A) Amazon RDS,(B) Amazon Redshift,(C) Amazon DynamoDB,(D) Amazon S3,cht,SAA,cht
"您有一個Web應用程序,目前運行在六個Amazon EC2執行個體,每個執行個體消耗約45%的資源。現在正使用AutoScaling以確保始終有六個執行個體在運行。為了有效滿足此需求。您應該選擇以下哪種架構選擇?","(A) 在三個區域中部署2個EC2執行個體,並使用Amazon Elastic Load Balancer","(B) 在一個可用區中部署6個EC2執行個體,並使用Amazon Elastic Load Balancer","(C) 在一個可用區中部署3個EC2執行個體,在另一個可用區中部署3個EC2執行個體,並使用Amazon Elastic Load Balancer","(D) 在一個區域中部署3個EC2執行個體,在另一區域中部署3個EC2執行個體,並使用Amazon Elastic Load Balancer",cht,SAA,cht
"有一個工作流,其內容為Amazon EC2執行個體每小時運行一次計劃任務,從Amazon S3存儲桶下載映像,並處理該映像,並移至另一個Amazon S3存儲桶。解決方案架構師應如何重新設計流程,使其高度可用?",(A) 更改Amazon EC2執行個體為運算最佳化,(B) 啟動第二個Amazon EC2執行個體來監控第一個執行個體的運行狀況,(C) 在上傳新物件時觸發Lambda函數,(D) 安裝將複製的映像到連接的Amazon EBS磁碟區,cht,SAA,cht
"一家媒體公司要求解決方案架構師設計一個高度可用的存儲解決方案,以用作其Amazon EC2執行個體的集中式文檔存儲。該存儲解決方案需要動態地兼容POSIX,並能夠服務於100個並發EC2執行個體。哪種解決方案符合這些要求?","(A) 創建一個Amazon S3儲存貯體,並將所有文檔存儲在此儲存貯體中","(B) 創建一個Amazon EBS磁碟區,並允許多個用戶將該磁碟區裝載到他們的EC2執行個體",(C) 使用Amazon Glacier存儲所有文檔,(D) 創建一個Amazon Elastic File System(Amazon EFS)來存儲和共享文檔。,cht,SAA,cht
"解決方案架構師正在構建一個多層網站。 Web服務器將位於公共子網中,而數據庫服務器位於私有子網中。用戶只能從Internet訪問Web服務器,而數據庫服務器必須能夠連線至internet進行軟件更新。下列哪種解決方案符合要求?",(A) 為數據庫執行個體分配彈性IP地址。,(B) 允許通過網路ACL在私有子網上進行網路通信。,(C) 使用NAT閘道。,(D) 使用輸出限定網際網路閘道。,cht,SAA,cht
"一家公司擁有一個AWS賬戶,該賬戶在同一地區包含三個VPC(Dev,Test和Prod),所有VPC都有不重疊的CIDR塊。該公司希望將Dev端的代碼發布至Prod,以加快產品上市時間。以下哪種選擇可以幫助公司實現這一目標?",(A) 在具備適當路由的Prod和Dev之間創建新的對等連接。,"(B) 使用對等連接作為目標,在Dev路由表中為Prod創建一個條目。","(C) 將第二個閘道連接到Dev。 在產品路由表中添加一個新條目,以將閘道作為目標。",(D) VPC在同一帳戶中具有不重疊的CIDR塊。 路由表包含所有VPC的本地路由。,cht,SAA,cht
"有一個在Amazon EC2執行個體上的應用程序定期會停止響應外部請求,並需要重新啟動才能恢復。應用程序日誌已被導出到Amazon CloudWatch,您注意到問題始終出現在日誌中特定消息的出現之後。應用程序團隊正在努力解決該錯誤,但尚未提供修復日期。在部署此修補程序之前,可以實現什麼解決方案來自動恢復執行個體?","(A) 創建執行個體內存使用情況的Amazon CloudWatch警報; 基於該警報,觸發Amazon CloudWatch動作來重啟執行個體","(B) 創建AWS CloudTrail警報監控是否低CPU使用率;基於該警報,觸發Amazon SNS向操作團隊發送消息","(C) 為該消息的Amazon CloudWatch Logs創建Amazon CloudWatch警報; 根據該警報,觸發Amazon CloudWatch動作來重啟執行個體","(D) 創建一個AWS CloudTrail警報來檢測死鎖; 基於該警報,觸發AmazonSNS向操作團隊發送消息",cht,SAA,cht
"您需要一種解決方案,將執行在Amazon ECS上運行的任務,平均分配在所有容器上。因此必須為容器定義動態主機端口映射。 AWS的哪些功能可以提供此功能?",(A) 所有elastic Load balancing執行個體都支持動態主機端口映射,(B) 應用程序負載均衡器支持動態主機端口映射,(C) CloudFront自訂原始伺服器支持動態主機端口映射,(D) 經典負載均衡器支持動態主機端口映射,cht,SAA,cht
"貴公司正在開發下一代寵物項圈,該項圈將收集生物特徵信息,以幫助家庭改善寵物的健康生活方式。每個項圈每2秒會將30kb的生物特徵數據,以JSON格式推送到一個收集平台作處理和分析,向寵物主人和獸醫提供健康趨勢信息的數據。現在管理部門要求您構建收集平台,確保滿足以下要求。提供對入站生物識別數據進行實時分析的功能。確保生物特徵數據的處理架構是高可用,彈性伸縮和平行處理,並能保留處理結果以進行後續的數據挖掘。下面選項的哪種架構可以滿足該收集平台架構的要求?","(A) 利用S3收集入站傳感器數據,並通過每日計劃的數據管道分析S3的數據,並將結果保存到Redshift群集中。","(B) 利用Amazon Kinesis收集入站傳感器數據,使用Kinesis客戶端分析數據,然後使用EMR將結果保存到Redshift集群中。","(C) 利用SQS收集入站傳感器數據,使用Amazon Kinesis分析來自SQS的數據,並將結果保存到Microsoft SQL Server RDS執行個體。","(D) 利用EMR收集入站傳感器數據,使用Amazon Kinesis分析EMR中的數據,並將結果保存到DynamoDB。",cht,SAA,cht
"網站的流量無法預測。在高峰流量時間內,數據庫無法跟上寫入請求。哪種AWS服務將幫助將Web應用程序與數據庫分離?",(A) Amazon SQS,(B) Amazon EFS,(C) Amazon S3,(D) AWS Lambda,cht,SAA,cht
"解決方案架構師正在設計一個包含託管VPN連接的解決方案。使用過程必須要監視VPN連接是打開還是關閉的,架構師應使用下列哪個功能?",(A) 外部服務從VPC外部ping VPN端點,(B) AWS CloudTrail 監視端點,(C) CloudWatch TunnelState指標,(D) 解析VPN連接日誌的AWS Lambda函數。,cht,SAA,cht
"您需要分析客戶在網站上的點擊流數據,以便他們可以作後續的行為分析。您的客戶需要知道他們的客戶點擊了哪些頁面和廣告順序。當他們的客戶在點擊網站時,會將這些數據用於即時變化頁面佈局,以增加粘性和廣告點擊率。哪個選項滿足對這些數據進行字幕和分析的要求?","(A) 通過URL將Weblogs中的點擊記錄儲存到Amazon S3,然後使用Elastic MapReduce分析","(B) 通過會話將網頁點擊推入Amazon Kinesis,並使用Kinesis worker分析行為。","(C) 將點擊事件直接寫入Amazon Redshift,然後使用SQL進行分析","(D) 通過會話將網頁點擊發佈到Amazon SQS隊列中,人們定期提取這些事件到Amazon RDS並使用sql進行分析",cht,SAA,cht
"用戶在美西區域裡面啟用了一台EC2執行個體,該用戶想要使用此EC2執行個體去存取在美東的RDS執行個體,請問該用戶應該做哪些設定,讓EC2執行個體可以有效存取該RDS執行個體?","(A) 將美國西部地區執行個體的IP範圍,設定在RDS的傳入安全規則。",(B) 無法從美國西部地區訪問美國東部地區的RDS。,"(C) 在RDS的安全組入口規則中,允許美西區的安全群組訪問。","(D) 創建一個可以訪問RDS的IAM角色,並在美國西部地區啟動一個擔任此角色的執行個體。",cht,SAA,cht
"您可以在公共子網中手動啟動NAT AMI。而現在網絡配置正確。安全組和網絡訪問控制列表已正確配置。私有專用子網中的執行個體可以訪問NAT。 NAT可以訪問互聯網。但是私有執行個體仍無法訪問Internet。要允許從私有執行個體進行訪問,還需要執行什麼其他步驟?",(A) 在專用執行個體上啟用來源/目標檢查,(B) 在NAT執行個體上啟用來源/目標檢查,(C) 在私有執行個體上禁用來源/目標檢查,(D) 在NAT執行個體上禁用來源/目標檢查,cht,SAA,cht
"管理員在單個Amazon EC2執行個體上託管應用程序,用戶可以通過主機的公有域名訪問該應用程序。現在管理員正在添加第二個執行個體,但不希望用戶得從許多公有域名之間,決定連入哪一台執行個體。哪種AWS服務將使用戶與特定的Amazon EC2執行個體脫鉤?",(A) Amazon SQS,(B) Auto Scaling group,(C) Amazon EC2 security group,(D) Amazon ELB,cht,SAA,cht
"解決方案架構師需要設計一種解決方案,使安全團隊能夠檢測,查看和執行對雲環境中發生的安全事件的根本原因分析。架構師必須為當前或未來所有區域內發生的API事件全部集中起來做瀏覽。架構師應如何完成此任務?",(A) 在每個獨立的區域中啟用AWS CloudTrail日誌。對所有未來的區域重複此操作。,"(B) 為所有區域的所有AWS服務啟用Amazon CloudWatch日誌,並將它們聚集在一個Amazon S3儲存貯體中。",(C) 啟用AWS Trusted Advisor安全檢查並報告所有區域的所有安全事件。,(D) 通過創建新線索來啟用AWS CloudTrail並將該線索應用到所有區域。,cht,SAA,cht
"公司要求在遍歷專用子網段時記錄所有IP數據包的源,目的地和協議。什麼是實現此目標的最安全可靠的方法?",(A) 在子網上創建VPC流程日誌。,(B) 在私有Amazon EC2執行個體上啟用來源目標檢查。,(C) 啟用AWS CloudTrail日誌記錄並指定Amazon S3儲存貯體來儲存日誌文件。,(D) 創建一個Amazon CloudWatch日誌以捕獲封包信息。,cht,SAA,cht
"解決方案架構師正在構建一個多層網站。 Web服務器將位於公共子網中,而數據庫服務器位於私有子網中。外部用戶只能從Internet訪問Web服務器。而數據庫服務器必須能訪問到外部的Internet去進行軟件更新。哪種解決方案符合這些要求?",(A) 為數據庫執行個體分配彈性IP地址。,"(B) 通過網絡ACL,允許在私有子網上的網路流量",(C) 使用NAT閘道。,(D) 使用僅出口網際網路閘道。,cht,SAA,cht
"一個安全團隊檢查了他們公司的VPC流日誌,發現流量直接通往Internet。 而VPC內的應用程序,現在是放在Amazon EC2執行個體進行運算,並使用Amazon S3執行個體進行存儲,設計該流程的目標是消除互聯網訪問並允許應用程序繼續運行。在更新路由表之前,應在VPC中進行哪些更改?",(A) 創建用於Amazon S3訪問的NAT閘道。,(B) 創建用於Amazon S3訪問的VPC終端節點。,(C) 創建用於Amazon EC2訪問的VPC端點。,(D) 創建用於Amazon EC2訪問的NAT閘道。,cht,SAA,cht
"解決方案架構師正在為動態網站“ example.com”設計解決方案,該網站已部署在兩個地區:日本東京和澳大利亞悉尼。架構師希望確保當他們瀏覽到“ example.com”時,位於澳大利亞的用戶被定向到悉尼地區部署的網站,而位於日本的用戶被定向到東京地區的網站。架構師想要通過最少的工作量來完成,請問該使用哪些服務來實現此目標?",(A) 地理位置路由的Amazon CloudFront,(B) Amazon Route 53,(C) 應用程序負載均衡器,(D) 跨多個區域部署的網路負載均衡器,cht,SAA,cht
"您已經配置了網站www.abc.com,並將其託管在EC2執行個體,充當Web Server,並且您正在將ELB與EC2執行個體一起使用以實現負載平衡。您將配置以下哪項以確保EC2執行個體僅接受來自ELB的請求?","(A) 配置EC2的安全組,該安全組允許訪問來源為ELB的安全組。","(B) 配置EC2執行個體,使其只監聽ELB端口。","(C) 配置EC2的安全組,該安全組僅允許訪問ELB接聽程式。",(D) 打開EC2安全組中ELB的靜態IP端口。,cht,SAA,cht
"您正在構建語音自動轉錄服務,其中EC2 worker 執行個體將處理上載的音頻文件,並生成文字文件。您必須將這兩個文件都存儲在相同的持久存儲中,直到文字文件生成為止,但是您不知道存儲容量的要求是什麼。請問下列哪種存儲選項既經濟又可擴展?",(A) 具有快照的多個Amazon EBS磁碟區,(B) 單個Amazon Glacier Vault,(C) 一個Amazon S3儲存貯體,(D) 多個執行個體存放區,cht,SAA,cht
"解決方案架構師正在設計一款乘車共享應用程序,跟踪所有節點的GPS坐標和用戶數據。而該應用程序需要考量到一致性,此應用對於資料讀寫的延遲必須是以單位毫秒級別的延遲。此外,該應用程序必須與高度可擴展且完全受AWS管理的數據庫服務作集成,解決方案架構師應使用哪種數據庫服務來滿足這些性能要求?",(A) Amazon RDS,(B) Amazon Redshift,(C) Amazon DynamoDB,(D) Amazon Aurora,cht,SAA,cht
"您的應用程序對外提供了數據傳輸轉換服務。要轉換的數據的文件首先上載到Amazon S3,然後由一系列競標方案的EC2執行個體轉換。您高級客戶提交的文件必須以最高優先級進行轉換。您應該如何實施這樣的系統?","(A) 使用兩個SQS隊列, 一個用於高優先級消息,另一個用於默認優先級。 轉換執行個體首先輪詢高優先級隊列,如果高優先級隊列沒有消息則輪詢默認優先級隊列","(B) 使用以延遲為基礎的路由,將高優先級任務發送到最近的轉換執行個體","(C) 使用具有定義優先級屬性的DynamoDB表。轉換執行個體將掃描表來查找任務,並按優先級對結果進行排序",(D) 使用單個SQS隊列。 每個消息都包含優先級。 轉換執行個體會先輪詢高優先級消息,cht,SAA,cht
"客戶正在AWS上部署一個應用程序。其讀寫的數據庫層,以結構化數據存取。該公司需要易於管理且具有高可用性的解決方案。如何滿足這些要求?","(A) 在多個可用區中,以Amazon EBS為後端的多個Amazon EC2執行個體上部署數據庫",(B) 啟用Amazon RDS的多可用區選項功能,"(C) 使用單個可用區的RDS,並安排定期數據庫快照",(D) 使用Amazon DynamoDB,cht,SAA,cht
"解決方案架構師正在為一家媒體公司設計解決方案,該公司將從一台Amazon EC2執行個體中傳輸大量流式數據。數據流通常較大且順序,並且要能夠支持高達500 MB / s的速度。哪種存儲類型將滿足此應用程序的性能要求?",(A) EBS佈建IOPS SSD,(B) EBS一般用途SSD,(C) EBS冷硬碟,(D) EBS輸送最佳化HDD,cht,SAA,cht
"解決方案架構師正在將應用程序構建到Amazon RDS中。其中有一張表讀取請求非常多,提供極低延遲是非常關鍵的一件事。以下哪項服務將提供最高水平的性能?",(A) 使用Amazon DynamoDB加速器,(B) 使用Amazon RDS只讀副本,(C) 使用Amazon CloudFront,(D) 使用Amazon ElastiCache,cht,SAA,cht
"客戶有一個面向公眾的Web應用程序,該應用程序託管在單個Amazon Elastic Compute Cloud(EC2)執行個體上,並直接從Amazon Simple Storage Service存儲桶提取視頻。以下哪項功能將限制第三方直接訪問存儲桶中的視頻?","(A) 使用儲存貯體政策,僅允許託管客戶網站的Amazon EC2執行個體的公共IP地址","(B) 使用儲存貯體政策,僅允許從主網站URL轉發","(C) 啟用一台用來當網站的EC2實例,並協派一個允許存取影片的IAM角色給此EC2實例。",(D) 將訪問範圍限制在公司位置的公共CIDR範圍,cht,SAA,cht
"解決方案架構師正在設計一種解決方案,以在Amazon S3中存儲大量事件數據。架構師預計,工作負載每秒將持續超過100個請求。架構師應該在Amazon S3中做什麼以優化性能?",(A) 隨機化密鑰名稱前綴,(B) 將事件數據存儲在單獨的儲存貯體中。,(C) 隨機化鍵名後綴。,(D) 使用Amazon S3傳輸加速。,cht,SAA,cht
"有一個應用程序,將Amazon RDS MySQL集群作為其數據儲存層。數據庫定期增長,乃至於需要定期調整執行個體的大小。當前,管理員每週定期手動檢查一次可用磁盤空間。如何改善這個過程?",(A) 對數據庫使用最大的執行個體類型。,(B) 使用AWS CloudTrail監視存儲容量。,(C) 使用Amazon CloudWatch監控存儲容量。,(D) 使用Auto Scaling增加存儲大小。,cht,SAA,cht
"您的公司移至AWS,並在每個部門創建了單獨的AWS賬戶。為了解決延遲和帶寬方面的挑戰,該公司訂購了一個AWS Direct Connect電路。您應如何在使用AWS Direct Connect時,得知每個部門的數據傳輸量與成本呢?","(A) 配置每個部門的連線,並分別使用部門帳號進行連接。 使用詳細信息使用情況報告","(B) 配置每個部門的連線,並將“連線擁有者”設置為部門的AWS帳號","(C) 配置虛擬介面,並用部門帳號標記每個介面。 使用詳細使用情況報告","(D) 配置虛擬介面,並將虛擬介面擁有者設置為部門的AWS帳號",cht,SAA,cht
"一家公司擁有一個Amazon RDS數據庫,其生產用途的網站會對此數據庫進行操作。銷售團隊需要針對數據庫內的數據運行查詢以跟踪培訓計劃的有效性。希望這些生產數據庫的查詢不會影響數據庫性能,並且該解決方案必須易於維護。如何滿足這些要求?","(A) 使用Amazon Redshift數據庫。 將產品數據庫複製到Redshift中,並允許團隊進行查詢。","(B) 使用生產環境數據庫的Amazon RDS唯讀副本,並允許團隊對其進行查詢。","(C) 使用多個放置在負載均衡器之後的Amazon EC2執行個體,來運行生產環境數據庫副本",(D) 使用Amazon DynamoDB表存儲數據的副本。,cht,SAA,cht
"應用程序層當前在同一組執行個體上託管兩個Web服務,偵聽不同的端口。解決方案架構師應使用哪種AWS服務根據傳入的請求路徑將流量路由到該服務?",(A) AWS Application Load Balancer,(B) Amazon CloudFront,(C) Amazon Route 53,(D) AWS Classic Load Balancer,cht,SAA,cht
"一家銀行正在開發新軟件,該軟件在很大程度上依賴於數據庫事務交易,以實現寫入一致性。有時還需要生成有關數據庫中數據的報表,此報表會跨多張表格進行聯接。此數據庫必須根據數據增長量作自動擴展。應該使用哪種AWS服務來運行數據庫?",(A) Amazon S3,(B) Amazon Aurora,(C) Amazon DynamoDB,(D) Amazon Redshift,cht,SAA,cht
"有一個管理員打算使用CloudFormation去部署一個三層式架構,其中網頁端與應用端會與DynamoDB進行資料操作。透過Template去啟動這個環境的時候,下面哪一個選項能夠讓應用執行個體在存取DynamoDB時,不會曝露出API Credential?","(A) 創建一個Identity and Access Management角色,並通過引用執行個體描述檔將該角色與應用程序執行個體相關聯。","(B) 使用 Cloud Formation 模板中的Parameters 區段,讓用戶從已經創建的IAM用戶輸入存取和秘密金鑰,該用戶具有從所需DynamoDB表進行讀取和寫入所需的權限。","(C) 創建一個具有讀寫DynamoDB表所需權限的Identity and Access Management角色,並在應用程序執行個體的執行個體描述檔屬性中引用該角色","(D) CloudFormation模板中創建一個具有從所需DynamoDB表中讀取和寫入權限的Identity and Access Management用戶,使用GetAtt函數檢索存取和秘密密鑰,並將它們通過用戶數據傳遞給應用程序執行個體。",cht,SAA,cht
"解決方案架構師正在使用Amazon ECS設計基於微服務的應用程序。該應用程序包括一個WebSocket組件,流量需要基於URL在微服務之間分配。架構師應選擇哪種服務來分配工作負載?",(A) ELB經典負載均衡器,(B) Amazon Route 53 DNS,(C) ELB應用程序負載平衡器,(D) Amazon CloudFront,cht,SAA,cht
"有一個面向互聯網的多層Web應用程序,其架構要發展成高可用。 設計了一個ELB Classic負載平衡器,並部署在Web層的前面。 Web應用程序層的Amazon EC2執行個體橫跨兩個可用區域作平均部署。使用RDS Multi-AZ部署數據庫。且啟動了NAT執行個體,以供Amazon EC2執行個體和數據庫資源訪問Internet。這些執行個體未分配公共IP地址。上述哪個組件在此體系結構中構成潛在的單點故障?",(A) Amazon EC2,(B) NAT執行個體,(C) ELB經典負載均衡器,(D) Amazon RDS,cht,SAA,cht
"解決方案架構師正在嘗試在Amazon EC2執行個體上建置數據倉儲。數據存放在Amazon EBS卷中,並且將頻繁執行全表掃描。在這種情況下,哪種類型的Amazon AWS EBS卷最合適?",(A) 輸送最佳化硬碟(st1),(B) 佈建IOPS SSD(io1),(C) 一般用途SSD(gp2),(D) 冷硬碟(sc1),cht,SAA,cht
"有一個Web應用程序,在ELB應用程序負載均衡器後面的Amazon EC2執行個體上運行。該些執行個體在多個可用區中的EC2 Auto Scaling組中運行。每天晚上,AutoScaling組內的EC2執行個體都會增加一倍。流量分析表明,特定區域中的用戶對EC2執行個體重複請求相同的靜態內容。解決方案架構師如何減少擴展數量並為該些用戶改善應用程序的效能體驗?",(A) 在更靠近發出請求的用戶的新VPC中重新部署應用程序,"(B) 創建Amazon CloudFront 分佈,並將用戶流量重定向到分佈",(C) 將內容存儲在Amazon EFS而不是EC2根磁碟區,(D) 使用Amazon Redshift 創建更接近用戶的內容存儲庫,cht,SAA,cht
"開發人員正在為讀寫非常密集的小型數據庫創建新的在線事務處理(OLTP)應用程序。數據庫中的其中一個表格全天不斷更新,開發人員希望確保數據庫性能保持一致。哪個Amazon EBS存儲選項將實現最一致的性能以幫助維持應用程序性能?",(A) 佈建IOPS SSD,(B) 一般用途SSD,(C) 冷HDD,(D) 輸送量最佳化HDD,cht,SAA,cht
"公司有一個Web應用程序,該應用程序向後端API服務發出請求。 該API服務在Amazon EC2執行個體上運行的Elastic Load Balancer的背後。大多數後端API服務端點調用很快完成,但是一個必須去調用外部服務創建對象的端點需要很長時間才能完成。這些長時間運行的調用導致客戶端超時並增加了總體系統延遲,應採取哪些措施來最大程度地減少運行緩慢的端點對系統吞吐量的影響?","(A) 增加負載均衡器的閒置逾時,讓長時間運行的請求能夠完成",(B) 更改EC2執行個體大小以增加內存和計算容量,(C) 使用Amazon ElastiCache for Redis 緩存來自外部服務的回應,"(D) 使用Amazon SQS來分流長時間運行的請求,由分開的執行程式進行異步處理。",cht,SAA,cht
"您正在為客戶構建一個解決方案,將其本地數據中心擴展到AWS。客戶的本地數據中心與其VPC的連線,需採用50 Mbps專用和專用連接。哪個AWS產品或功能滿足此要求?",(A) Amazon VPC 互連,(B) 彈性IP地址,(C) Amazon VPC虛擬私有閘道,(D) AWS Direct Connect,cht,SAA,cht
"解決方案架構師正在設計一個移動應用程序,該應用程序會將發票的圖片收集起來,以求紀錄支出。架構師希望將圖片存儲在Amazon S3上。但是通過Web服務器上傳圖片會產生過多的流量。若要滿足讓移動應用程序存儲圖片進S3,最有效率的方法是什麼?",(A) 使用預先簽章的 URL直接上傳到S3,"(B) 上傳到第二個儲存貯體,並讓Lambda事件將圖像複製到主要的儲存貯體","(C) 上傳到ELB Classic負載均衡器後面的伺服器的分離Auto Scaling組,然後將它們寫入Amazon S3儲存貯體","(D) 使用競價型執行個體擴展網頁伺服器機隊,以提供處理圖像的資源",cht,SAA,cht
"有一個客戶擁有一台MySQL數據庫,此數據庫開放給他的客戶端們存取,通常存取延遲落在一百毫秒內。一但資料存入數據庫後,鮮少會進行變更。而最近開始資料庫的存取量隨著用戶的需求增加而提高。很快實際發生的讀寫量就會超過現在能夠承載的容量。客戶想要移轉到AWS上,並且可以接受變更資料庫系統,請問哪一個服務可以減輕數據庫負載問題並為將來提供幾乎無限的可擴展性?",(A) Amazon RDS,(B) Amazon DynamoDB,(C) Amazon Redshift,(D) AWS Data Pipeline,cht,SAA,cht
"一家公司正在開展一系列全國性電視活動。這30秒的廣告將會引入突然的流量高峰給其公司的Node.js應用程序。該公司預期流量將從每分鐘五個請求增加到每分鐘5,000個以上的請求。面對這議題,架構應使用哪種AWS服務來確保可以應對流量激增?",(A) AWS Lambda,(B) Amazon ElasticCache,"(C) 調整EC2執行個體的大小,以處理高峰時的負載",(D) EC2執行個體的Auto Scaling組。,cht,SAA,cht
"有一個組織正在其共享VPC內中,構建一個Amazon Redshift叢集。這個叢集存放了敏感數據。該組織要如何控制哪些網路可以訪問此群集?","(A) 在其他VPC中運行群集,並通過VPC互連與其連接。",(B) 只幫此網路中的用戶在Amazon Redshift 叢集中建立資料庫使用者。,"(C) 為叢集定義一個叢集安全群組,允許來自該些被許可網路的訪問。",(D) 僅允許訪問至通過VPN連接共享服務網路的網路。,cht,SAA,cht
"您的任務是設置Linux堡壘主機,以訪問在VPC中運行的Amazon EC2執行個體。僅有從公司本地的公共IP地址72.34.51.100連接的客戶端才具有對Linux堡壘主機的SSH訪問權限。哪個選項可以滿足客戶要求?","(A) 網絡ACL入站規則:協議-UDP,端口範圍-22,來源72.34.51.100/32","(B) 安全組入站規則:協議-TCP。 端口範圍-22,來源72.34.51.100/32","(C) 網絡ACL入站規則:協議-TCP,端口範圍22,來源72.34.51.100/0","(D) 安全組入站規則:協議-UDP,端口範圍-22,來源72.34.51.100/32",cht,SAA,cht
"在AWS中使用API​​網關時,公開的端點類型是什麼?",(A) HTTP,(B) JSON,(C) XML,(D) HTTPS,cht,SAA,cht
"你有一台使用EBS作為資料存儲的EC2執行個體,現在想要讓資料可以在另外的區域作使用,請問應該選用下列何種方法讓存放在EBS內的資料能夠被其他Region內的EC2 執行個體取用?","(A) 快照Amazon EBS磁碟區,並將其複製到其他區域。 從快照創建一個新的Amazon EBS磁碟區,並將其附加到新啟動的Amazon EC2執行個體。","(B) 使用AWS Import / Export將Amazon EBS磁碟區複製到另一個區域,並將其附加到新啟動的執行個體。","(C) 將Amazon EBS磁碟區複製到另一個區域,從中創建一個新的Amazon EBS磁碟區,然後將其附加到新啟動的Amazon EC2執行個體。",(D) 卸下Amazon EBS磁碟區並將其附加到新啟動的Amazon EC2執行個體。,cht,SAA,cht
"你的公司最近開始要將資料中心與AWS的VPC做混合使用,來增加運算效能的容量。此刻你們公司的網路管理中心人員想要透過AWS主控台作登入,管理EC2執行個體,而你並不想為每位人員都創建一個新的IAM用戶,但仍要讓他們每一位都能登入到AWS主控台。 下面哪一個選項能夠滿足你們網路管理中心人員的需求?","(A) 使用OAuth 2 0檢索臨時AWS安全憑證,使您的NOC成員能夠登錄到AWS管理控制台。","(B) 使用Web 聯合身分檢索AWS臨時安全憑證,使您的NOC成員能夠登錄到AWS管理控制台。",(C) 使用您的本地兼容SAML 2 0的身分提供者(IDP)來授予NOC成員通過AWS單一登入(SSO)端點聯合訪問AWS管理控制台的權限。,"(D) 使用您的本地兼容SAML 2.0的身分提供者(IDP)檢索臨時安全憑證,使NOC成員能夠登錄到AWS管理控制台。",cht,SAA,cht
