question,optionA,optionB,optionC,optionD,language,category,language2
An AWS Elastic Beanstalk application needs to be deployed in multiple regions and requires a different Amazon Machine Image (AMI) in each region. Which AWS CloudFormation template key can be used to specify the correct AMI for each region?,(A) Parameters,(B) Outputs,(C) Mappings,(D) Resources,eng,DVA,eng
"To include objects defined by the AWS Serverless Application Model (SAM) in an AWS CloudFormation template, in addition to Resources, what section MUST be included in the document root?",(A) Conditions,(B) Globals,(C) Transform,(D) Properties,eng,DVA,eng
A Developer is creating a mobile application that will not require users to log in. What is the MOST efficient method to grant users access to AWS resources?,(A) Use an identity provider to securely authenticate with the application.,(B) Create an AWS Lambda function to create an IAM user when a user accesses the application.,(C) Create credentials using AWS KMS and apply these credentials to users when using the application.,(D) Use Amazon Cognito to associate unauthenticated users with an IAM role that has limited access to resources.,eng,DVA,eng
"An application reads data from an Amazon DynamoDB table. Several times a day, for a period of 15 seconds, the application receives multiple ProvisionedThroughputExceeded errors. How should this exception be handled?",(A) Create a new global secondary index for the table to help with the additional requests.,(B) Retry the failed read requests with exponential backoff.,(C) Immediately retry the failed read requests.,(D) Use the DynamoDB 'UpdateItem' API to increase the provisioned throughput capacity of the table.,eng,DVA,eng
"A Developer is using AWS CLI, but when running list commands on a large number of resources, it is timing out. What can be done to avoid this time-out?",(A) Use pagination,(B) Use shorthand syntax,(C) Use parameter values,(D) Use quoting strings,eng,DVA,eng
"A Development team is working on a case management solution that allows medical claims to be processed and reviewed. Users log in to provide information related to their medical and financial situations. As part of the application, sensitive documents such as medical records, medical imaging, bankstatements, and receipts are uploaded to Amazon S3. All documents must be securely transmittedand stored. All access to the documents must be recorded for auditing. What is the MOST secure approach?",(A) Use S3 default encryption using Advanced Encryption Standard-256 (AES-256) on the destinationbucket.,(B) Use Amazon Cognito for authorization and authentication to ensure the security of the applicationand documents.,(C) Use AWS Lambda to encrypt and decrypt objects as they are placed into the S3 bucket.,(D) Use client-side encryption/decryption with Amazon S3 and AWS KMS.,eng,DVA,eng
A customer wants to deploy its source code on an AWS Elastic Beanstalk environment. The customer needs to perform deployment with minimal outage and should only use existing instancesto retain application access log. What deployment policy would satisfy these requirements?,(A) Rolling,(B) All at once,(C) Rolling with an additional batch,(D) Immutable,eng,DVA,eng
What is one key difference between an Amazon EBS-backed and an instance-store backed instance?,(A) Virtual Private Cloud requires EBS backed instances,(B) Amazon EBS-backed instances can be stopped and restarted,(C) Auto scaling requires using Amazon EBS-backed instances.,(D) Instance-store backed instances can be stopped and restarted.,eng,DVA,eng
A Developer is writing a Linux-based application to run on AWS Elastic Beanstalk. Application requirements state that the application must maintain full capacity during updates while minimizing cost. Which type of Elastic Beanstalk deployment policy should the Developer specify for the environment?,(A) Immutable,(B) Rolling,(C) All at Once,(D) Rolling with additional batch,eng,DVA,eng
"A deployment package uses the AWS CLI to copy files into any S3 bucket in the account, using access keys stored in environment variables. The package is running on EC2 instances, and the instances have been modified to run with an assumed IAM role and a more restrictive policy that allows access to only one bucket. After the change, the Developer logs into the host and still has the ability to write into all of the S3 buckets in that account. What is the MOST likely cause of this situation?",(A) An IAM inline policy is being used on the IAM role,(B) An IAM managed policy is being used on the IAM role,(C) The AWS CLI is corrupt and needs to be reinstalled,(D) The AWS credential provider looks for instance profile credentials last,eng,DVA,eng
"In DynamoDB, what type of HTTP response codes indicate that a problem was found with the client request sent to the service?",(A) 5xx HTTP response code,(B) 200 HTTP response code,(C) 306 HTTP response code,(D) 4xx HTTP response code,eng,DVA,eng
Where should the appspec.yml file be placed in order for AWS CodeDeploy to work?,(A) In the root of the application source code directory structure,(B) In the bin folder along with all the complied code,(C) In an S3 bucket,(D) In the same folder as the application configuration files,eng,DVA,eng
What is the format of structured notification messages sent by Amazon SNS?,"(A) An XML object containing MessageId, UnsubscribeURL, Subject, Message and other values","(B) An JSON object containing MessageId, DuplicateFlag, Message and other values","(C) An XML object containing MessageId, DuplicateFlag, Message and other values","(D) An JSON object containing MessageId, unsubscribeURL, Subject, Message and other values",eng,DVA,eng
An application running on an Amazon Linux EC2 instance needs to manage the AWS infrastructure. How can the EC2 instance be configured to make AWS API calls securely?,(A) Sign the AWS CLI command using the signature version 4 process.,(B) Run the aws configure AWS CLI command and specify the access key id and secret access key.,(C) Specify a role for the EC2 instance with the necessary privileges.,(D) Pass the access key id and secret access key as parameters for each AWS CLI command.,eng,DVA,eng
"A stock market monitoring application uses Amazon Kinesis for data ingestion. During simulated tests of peak data rates, the Kinesis stream can not keep up with the incoming data. What step will allow Kinesis to accommodate the traffic during peak hours?",(A) Install the Kinesis Producer Library (KPL) for ingesting data into the stream.,(B) Reduce the data retention period to allow for more data ingestion using DecreaseStreamRetentionPeriod.,(C) Increase the shard count of the stream using UpdateShardCount.,(D) Ingest multiple records into the stream in a single call using PutRecords.,eng,DVA,eng
"A company uses Amazon DynamoDB for managing and tracking orders. The DynamoDB tableis partitioned based on the order date. The company receives a huge increase in orders during a sales event, causing DynamoDB writes to throttle, and the consumed throughput is far below the provisioned throughput. According to AWS best practices, how can this issue be resolved with MINIMAL costs?",(A) Create a new DynamoDB table for every order date.,(B) Increase the read and write capacity units of the DynamoDB table.,(C) Add a random number suffix to the partition key values.,(D) Add a global secondary index to the DynamoDB table.,eng,DVA,eng
A Developer wants access to make the log data of an application running on an EC2 instance available to systems administrators. Which of the following enables monitoring of this metric in Amazon CloudWatch?,(A) Retrieve the log data from CloudWatch using the GetMetricData API call,(B) Retrieve the log data from AWS CloudTrail using the LookupEvents API call.,"(C) Launch a new EC2 instance, configure Amazon CloudWatch Events, and then install the application.",(D) Install the Amazon CloudWatch Logs agent on the EC2 instance that the application is running on.,eng,DVA,eng
An application stores images in an S3 bucket. Amazon S3 event notifications are used to trigger a Lambda function that resizes the images. Processing each image takes less than a second. How will AWS Lambda handle the additional traffic?,(A) Lambda will scale out to execute the requests concurrently.,(B) Lambda will handle the requests sequentially in the order received.,(C) Lambda will process multiple images in a single execution.,(D) Lambda will add more compute to each execution to reduce processing time.,eng,DVA,eng
Which code snippet below returns the URL of a load balanced web site created in CloudFormation with an AWS::ElasticLoadBalancing::LoadBalancer resource name 'ElasticLoadBalancer'?,"(A) 'Fn::Join' : [''. [ 'http://', {'Fn::GetAtr' : [ 'ElasticLoadBalancer','DNSName']}]]","(B) 'Fn::Join' : [''. [ 'http://', {'Fn::GetAtr' : [ 'ElasticLoadBalancer','Url']}]]","(C) 'Fn::Join' : [''. [ 'http://', {'Ref' : 'ElasticLoadBalancerUrl'}]]","(D) 'Fn::Join' : ['.', [ 'http://', {'Ref' : 'ElasticLoadBalancerDNSName'}]]",eng,DVA,eng
A Developer must analyze performance issues with production-distributed applications written as AWS Lambda functions. These distributed Lambda applications invoke other components that make up the applications. How should the Developer identify and troubleshoot the root cause of the performance issues in production?,"(A) Add logging statements to the Lambda functions, then use Amazon CloudWatch to view the logs.",(B) Use AWS Cloud Trail and then examine the logs,"(C) Use AWS X-Ray, then examine the segments and errors",(D) Run Amazon Inspector agents and then analyze performance,eng,DVA,eng
A game stores user game data in an Amazon DynamoDB table. Individual users should not have access to other users' game data. How can this be accomplished?,(A) Encrypt the game data with individual user keys.,(B) Restrict access to specific items based on certain primary key values.,(C) Stage data in SQS queues to inject metadata before accessing DynamoD(B),(D) Read records from DynamoDB and discard irrelevant data client-side.,eng,DVA,eng
"An application takes 40 seconds to process instructions received in an Amazon SQS message. Assuming the SQS queue is configured with the default VisibilityTimeout value, what is the BEST way, upon receiving a message, to ensure that no other instances can retrieve a message that has already been processed or is currently being processed?","(A) Use the ChangeMessageVisibility API to increase the VisibilityTimeout, then use the DeleteMessage API to delete the message.","(B) Use the DeleteMessage API call to delete the message from the queue, then call DeleteQueue API to remove the queue.","(C) Use the ChangeMessageVisibility API to decrease the timeout value, then use the DeleteMessage API to delete the message.","(D) Use the DeleteMessageVisibility API to cancel the VisibilityTimeout, then use the DeleteMessageAPI to delete the message.",eng,DVA,eng
A Developer is building a mobile application and needs any update to user profile data to be pushed to all devices accessing the specific identity. The Developer does not want to manage a backend to maintain the user profile data. What is the MOST efficient way for the Developer to achieve these requirements using Amazon Cognito?,(A) Use Cognito federated identities.,(B) Use a Cognito user pool.,(C) Use Cognito Sync.,(D) Use Cognito events.,eng,DVA,eng
"A company is using Amazon API Gateway to manage access to a set of microservices implemented as AWS Lambda functions. Following a bug report, the company makes a minor breaking change to one of the APIs. In order to avoid impacting existing clients when the new API is deployed, the company wants to allow clients six months to migrate from v1 to v2. Which approach should the Developer use to handle this change?",(A) Update the underlying Lambda function and provide clients with the new Lambda invocation URL.,"(B) Use API Gateway to automatically propagate the change to clients, specifying 180 days in the phased deployment parameter.",(C) Use API Gateway to deploy a new stage named v2 to the API and provide users with its URL.,"(D) Update the underlying Lambda function, create an Amazon CloudFront distribution with the updated Lambda function as its origin.",eng,DVA,eng
A company has an AWS CloudFormation template that is stored as a single file. The template is able to launch and create a full infrastructure stack. Which best practice would increase the maintainability of the template?,(A) Use nested stacks for common template patterns.,(B) Embed credentials to prevent typos.,(C) Remove mappings to decrease the number of variables.,(D) Use AWS::Include to reference publicly-hosted template files.,eng,DVA,eng
A Developer is going to deploy an AWS Lambda function that requires significant CPU utilization. Which approach will MINIMIZE the average runtime of the function?,(A) Deploy the function into multiple AWS Regions,(B) Deploy the function into multiple Availability Zones,(C) Deploy the function using Lambda layers,(D) Deploy the function with its memory allocation set to the maximum amount,eng,DVA,eng
"An existing serverless application processes uploaded image files. The process currently usesa single Lambda function that takes an image file, performs the processing, and stores the file in Amazon S3. Users of the application now require thumbnail generation of the images. Users want to avoid any impact to the time it takes to perform the image uploads. How can thumbnail generation be added to the application, meeting user requirements while minimizing changes to existing code?",(A) Change the existing Lambda function handling the uploads to create thumbnails at the time ofupload.Have the function store both the image and thumbnail in Amazon S3.,(B) Create a second Lambda function that handles thumbnail generation and storage. Change theexisting Lambda function to invoke it asynchronously.,(C) Create an S3 event notification with a Lambda function destination. Create a new Lambda functionto generate and store thumbnails.,"(D) Create an S3 event notification to an SQS Queue. Create a scheduled Lambda function thatprocesses the queue, and generates and stores thumbnails.",eng,DVA,eng
"A Developer decides lo store highly secure data in Amazon S3 and wants to implement server-side encryption (SSE) with granular control of who can access the master key Company policy requires that the master key be created, rotated, and disabled easily when needed, all for security reasons. Which solution should be used to meet these requirements?",(A) SSE with Amazon S3 managed keys (SSE-S3),(B) SSE with AWS KMS managed keys (SSE KMS),(C) SSE with AWS Secrets Manager,(D) SSE with customer provided encryption keys,eng,DVA,eng
"A Development team wants to instrument their code to provide more detailed information to AWS X-Ray than simple outgoing and incoming requests. This will generate large amounts of data, so the Development team wants to implement indexing so they can filter the data. What should the Development team do to achieve this?",(A) Add annotations to the segment document and the code,(B) Add metadata to the segment document and the code,(C) Configure the necessary X-Ray environment variables,(D) Install required plugins for the appropriate AWS SDK,eng,DVA,eng
"A company has an application that logs all information to Amazon S3. Whenever there is a new log file, an AWS Lambda function is invoked to process the log files. The code works, gathering all of the necessary information. However, when checking the Lambda function logs, duplicate entries with the same request ID are found. What is causing the duplicate entries?",(A) The S3 bucket name was specified incorrectly.,"(B) The Lambda function failed, and the Lambda service retired the invocation with a delay.","(C) There was an S3 outage, which caused duplicate entries of the sale log file.",(D) The application stopped intermittently and then resumed.,eng,DVA,eng
"A global company has an application running on Amazon EC2 instances that serves image files from Amazon S3. User requests from the browser are causing high traffic, which results indegraded performance. Which optimization solution should a Developer implement to increase application performance?",(A) Create multiple prefix in the S3 bucket to increase the request rate,(B) Create an Amazon ElastiCache cluster to cache and serve frequently accessed items.,(C) Use Amazon CloudFront to serve the content of images stored in Amazon S3.,(D) Submit a ticket to AWS support to request a rate limit increase for the S3 bucket.,eng,DVA,eng
A company is providing services to many downstream consumers. Each consumer may connect to one or more services. This has resulted in a complex architecture that is difficult to manage and does not scale well. The company needs a single interface to manage these services to consumers. Which AWS service should be used to refactor this architecture?,(A) AWS Lambda,(B) AWS X-Ray,(C) Amazon SQS,(D) Amazon API Gateway,eng,DVA,eng
What type of block cipher does Amazon S3 offer for server side encryption?,(A) Triple DES,(B) Advanced Encryption Standard,(C) Blowfish,(D) RC5,eng,DVA,eng
"Company C has recently launched an online commerce site for bicycles on AWS. They have a'Product' DynamoDB table that stores details for each bicycle, such as, manufacturer, color, price,quantity and size to display in the online store. Due to customer demand, they want to include an image for each bicycle along with the existing details. Which approach below provides the least impact to provisioned throughput on the 'Product' table?",(A) Serialize the image and store it in multiple DynamoDB tables67,(B) Create an 'Images' DynamoDB table to store the Image with a foreign key constraint to the'Product' table,(C) Add an image data type to the 'Product' table to store the images in binary format,(D) Store the images in Amazon S3 and add an S3 URL pointer to the 'Product' table item for eachimage,eng,DVA,eng
A Developer is creating an Auto Scaling group whose instances need to publish a custommetric to Amazon CloudWatch. Which method would be the MOST secure way to authenticate a CloudWatch PUT request?,(A) Create an IAM user with PutMetricData permission and put the user credentials in a private repository; have applications pull the credentials as needed.,"(B) Create an IAM user with PutMetricData permission, and modify the Auto Scaling launch configuration to inject the user credentials into the instance user data.",(C) Modify the CloudWatch metric policies to allow the PutMetricData permission to instances from the Auto Scaling group.,(D) Create an IAM role with PutMetricData permission and modify the Auto Scaling launching configuration to launch instances using that role.,eng,DVA,eng
A Developer is writing transactions into a DynamoDB table called 'SystemUpdates' that has 5 read capacity units. Which option has the highest read throughput?,(A) Eventually consistent reads of 5 read capacity units reading items that are 4 KB in size,(B) Strongly consistent reads of 5 read capacity units reading items that are 4 KB in size,(C) Eventually consistent reads of 15 read capacity units reading items that are 1 KB in size,(D) Strongly consistent reads of 15 read capacity units reading items that are 1 KB in size,eng,DVA,eng
"A Developer is testing a Docker-based application that uses the AWS SDK to interact with Amazon DynamoD(B) In the local development environment, the application has used IAM accesskeys. The application is now ready for deployment onto an ECS cluster. How should the application authenticate with AWS services in production?",(A) Configure an ECS task IAM role for the application to use,(B) Refactor the application to call AWS STS AssumeRole based on an instance role,(C) Configure AWS access key/secret access key environment variables with new credentials,(D) Configure the credentials file with a new access key/secret access key,eng,DVA,eng
"You are inserting 1000 new items every second in a DynamoDB table. Once an hour these items are analyzed and then are no longer needed. You need to minimize provisioned throughput, storage, and API calls. Given these requirements, what is the most efficient way to manage these Items after the analysis?",(A) Retain the items in a single table,(B) Delete items individually over a 24 hour period,(C) Delete the table and create a new table per hour,(D) Create a new table per hour,eng,DVA,eng
"A company is migrating its on-premises database to Amazon RDS for MySQL. The company has read-heavy workloads, and wants to make sure it re-factors its code to achieve optimize read performance for its queries. How can this objective be met?",(A) Add database retries to effectively use RDS with vertical scaling,(B) Use RDS with multi-AZ deployment,(C) Add a connection string to use an RDS read replica for read queries,(D) Add a connection string to use a read replica on an EC2 instance.,eng,DVA,eng
An application will ingest data at a very high throughput from many sources and must store the data in an Amazon S3 bucket. Which service would BEST accomplish this task?,(A) Amazon Kinesis Firehose,(B) Amazon S3 Acceleration Transfer,(C) Amazon SQS,(D) Amazon SNS,eng,DVA,eng
An advertising company has a dynamic website with heavy traffic. The company wants to migrate the website infrastructure to AWS to handle everything except website development. Which solution BEST meets these requirements?,(A) Use AWS VM Import to migrate a web server image to AWS Launch the image on a compute-optimized Amazon EC2 instance Launch.,(B) Launch multiple Amazon Lighsall instance behind a load balancer. Set up the website on those instances.,(C) Deploy the website code in an AWS Elastic Beanstalk environment. Use Auto Scaling to scale the numbers of instance,(D) Use Amazon S3 to host the website. Use Amazon CloudFront to deliver the content at scale.,eng,DVA,eng
"A Developer created a Lambda function for a web application backend. When testing the Lambda function from the AWS Lambda console, the Developer can see that the function is being executed, but there is no log data being generated in Amazon CloudWatch Logs, even after several minutes. What could cause this situation?",(A) The Lambda function does not have any explicit log statements for the log data to send it toCloudWatch Logs.,(B) The Lambda function is missing CloudWatch Logs as a source trigger to send log data.,(C) The execution role for the Lambda function is missing permissions to write log data to theCloudWatch Logs.,(D) The Lambda function is missing a target CloudWatch Log group.,eng,DVA,eng
"A Developer must build an application that uses Amazon DynamoD(B) The requirements state that items being stored in the DynamoDB table will be 7KB in size and that reads must be strongly consistent. The maximum read rate is 3 items per second, and the maximum write rate is 10 items per second. How should the Developer size the DynamoDB table to meet these requirements?",(A) Read: 3 read capacity unitsWrite: 70 write capacity units,(B) Read: 6 read capacity unitsWrite: 70 write capacity units,(C) Read: 6 read capacity unitsWrite: 10 write capacity units,(D) Read: 3 read capacity unitsWrite: 10 write capacity units,eng,DVA,eng
"After installing the AWS CLI, a Developer tries to run the command aws configure but receives the following error:Error: aws: command not found What is the most likely cause of this error?",(A) The aws executable is not in the PATH environment variable.,(B) Access to the aws executable has been denied to the installer.,(C) Incorrect AWS credentials were provided.,(D) The aws script does not have an executable file mode.,eng,DVA,eng
A company has implemented AWS CodeDeploy as part of its cloud native CI/CD stack The company enables automatic rollbacks while deploying a new version of a popular web application from in place to Amazon EC2. What occurs it the deployment of the new version fails due to code regression?,(A) The last known good deployment is automatically restored using the snapshot stored in AmazonS3,(B) CodeDeploy switches the Amazon Route 53 alias records back to the known good green deployment and terminates the failed blue deployment,(C) A new deployment of the last known good version of the application is deployed with a newdeployment ID,(D) AWS CodePipeline promotes the most recent deployment with a SUCCEEDED status to production,eng,DVA,eng
"A Developer wants to debug an application by searching and filtering log data. The application logs are stored in Amazon CloudWatch Logs. The Developer creates a new metric filter to count exceptions in the application logs. However, no results are returned from the logs. What is the reason that no filtered results are being returned?",(A) A setup of the Amazon CloudWatch interface VPC endpoint is required for filtering the CloudWatch Logs in the VPC,(B) CloudWatch Logs only publishes metric data for events that happen after the filter is created,(C) The log group for CloudWatch Logs should be first streamed to Amazon Elasticsearch Service before metric filtering returns the results,(D) Metric data points for logs groups can be filtered only after they are exported to an Amazon S3 bucket,eng,DVA,eng
"A Developer uses AWS CodeDeploy to automate application deployment that connects to an external MySQL database. The Developer wants to securely access the encrypted secrets, such as API keys and database passwords. Which of the following solutions would involve the LEAST administrative effort?","(A) Save the secrets in Amazon S3 with AWS KMS server-side encryption, and use a signed URL to access them by using the IAM role from Amazon EC2 instances.",(B) Use the instance metadata to store the secrets and to programmatically access the secrets from EC2 instances.,(C) Use the Amazon DynamoDB client-side encryption library to save the secrets in DynamoDB and to programmatically access the secrets from EC2 instances.,(D) Use AWS SSM Parameter Store to store the secrets and to programmatically access them by using the IAM role from EC2 instances.,eng,DVA,eng
"The Developer for a retail company must integrate a fraud detection solution into the order processing solution. The fraud detection solution takes between ten and thirty minutes to verify an order. At peak, the web site can receive one hundred orders per minute. What is the most scalable method to add the fraud detection solution to the order processing pipeline?",(A) Add all new orders to an Amazon SQS queue. Configure a fleet of 10 EC2 instances spanning multiple AZs with the fraud detection solution installed on them to pull orders from this queue. Update the order with a pass or fails status.,(B) Add all new orders to an SQS queue. Configure an Auto Scaling group that uses the queue depthmetric as its unit of scale to launch a dynamically-sized fleet of EC2 instances spanning multiple AZs with the fraud detection solution installed on them to pull orders from this queue. Update the orderwith a pass or fails status.,(C) Add all new orders to an Amazon Kinesis Stream. Subscribe a Lambda function to automatically read batches of records from the Kinesis Stream. The Lambda function includes the fraud detection software and will update the order with a pass or fail status.,(D) Write all new orders to Amazon DynamoD(B) Configure DynamoDB Streams to include all new orders. Subscribe a Lambda function to automatically read batches of records from the DynamoDB Stream. The Lambda function includes the fraud detection software and will update the order with a pass or fail status.,eng,DVA,eng
A developer is setting up Amazon API gateway for their company's products. The API will be registered developers to query and update their environments. The company wants to limit the amount of requests end users send for. but cost and security reason management wants to offer registered the option of buying larger packages that allow for more requests.,"(A) Enable throttling for the API Gateway stage Set a value tor both the rate and burst capacity If a registered larger package, create a stage for them, adjust the values, and share the new URL with them.","(B) Set up Amazon CloudWatch API logging in API Gateway Create a filter based on the user and requestTime fields and create an alarm on this filter Write an AWS Lambda function to analyze the values and requester information, and respond accordingly Set up the function as the target t or the alarm If a registered user chooses a larger package, update the Lambda code with the values","(C) Enable Amazon CloudWatch metrics for the API Gateway stage Set up CloudWatch alarms basedoft the Count metric and the ApiName, Method, Resource, and Stage dimensions to alerts when request rates pass the threshold Set the alarm action to Deny If a registered user chooses a larger package, create a user-specific alarm and adjust the values","(D) Set up a default usage plan specify values for the rate and burst capacity, and associate it with a stage If a registered user chooses a larger package, create a custom plan with the appropriate values and associate the plan with the user",eng,DVA,eng
A company is running an application built on AWS Lambda functions. One Lambda function has performance issues when it has to download a 50MB file from the Internet in every execution. This function is called multiple times a second. What solution would give the BEST performance increase?,(A) Cache the file in the /tmp directory,(B) Increase the Lambda maximum execution time,(C) Put an Elastic Load Balancer in front of the Lambda function,(D) Cache the file in Amazon S3,eng,DVA,eng
A company is running a Docker application on Amazon ECS. The application must scale based on user load in the last 15 seconds. How should a Developer instrument the code so that the requirement can be met?,"(A) Create a high-resolution custom Amazon CloudWatch metric for user activity data, then publish data every 30 seconds","(B) Create a high-resolution custom Amazon CloudWatch metric for user activity data, then publish data every 5 seconds","(C) Create a standard-resolution custom Amazon CloudWatch metric for user activity data, then publish data every 30 seconds","(D) Create a standard-resolution custom Amazon CloudWatch metric for user activity data, then publish data every 5 seconds",eng,DVA,eng
"A Developer has been asked to make changes to the source code of an AWS Lambda function. The function is managed using an AWS CloudFormation template. The template is configured to load the source code from an Amazon S3 bucket. The Developer manually created a.ZIP file deployment package containing the changes and put the file into the correct location on Amazon S3. When the function is invoked, the code changes have not been applied. What step is required to update the function with the changes?","(A) Delete the .ZIP file on S3, and re-upload by using a different object key name.","(B) Update the CloudFormation stack with the correct values for the function code properties S3Bucket, S3Key, or S3ObjectVersion.",(C) Ensure that the function source code is base64-encoded before uploading the deployment package to S3.,(D) Modify the execution role of the Lambda function to allow S3 access permission to the deployment package .ZIP file.,eng,DVA,eng
A company is using AWS CodeBuild to compile a website from source code stored in AWSCodeCommit. A recent change to the source code has resulted in the CodeBuild project being unable to successfully compile the website. How should the Developer identify the cause of the failures?,(A) Modify the buildspec.yml file to include steps to send the output of build commands to AmazonCloudWatch.,(B) Use a custom Docker image that includes the AWS X-Ray agent in the AWS CodeBuild projectconfiguration.,(C) Check the build logs of the failed phase in the last build attempt in the AWS CodeBuild projectbuild history.,(D) Manually re-run the build process on a local machine so that the output can be visualized.,eng,DVA,eng
"A Developer is creating a template that uses AWS CloudFormation to deploy an application. This application is serverless and uses Amazon API Gateway, Amazon DynamoDB, and AWS Lambda. Which tool should the Developer use to define simplified syntax for expressing serverless resources?",(A) CloudFormation serverless intrinsic functions,(B) AWS serverless express,(C) An AWS serverless application model,(D) A CloudFormation serverless plugin,eng,DVA,eng
An application is expected to process many files. Each file takes four minutes to process each AWS Lambda invocation. The Lambda function does not return any important data. What is the fastest way to process all the files?,"(A) First split the files to make them smaller, then process with synchronous Request Response Lambda invocations.",(B) Make synchronous Request Response Lambda invocations and process the files one by one.,(C) Make asynchronous Event Lambda invocations and process the files in parallel.,"(D) First join all the files, then process it all at once with an asynchronous Event Lambda invocation.",eng,DVA,eng
A Developer needs to deploy an application running on AWS Fargate using Amazon ECS. The application has environment variables that must be passed to a container for the application to initialize How should the environment variables be passed to the container?,(A) Define an array that includes the environment variables under the environment parameter within the service definition,(B) Define an array that includes the environment variables under the environment parameter within the task definition,(C) Define an array that includes the environment variables under the entrypoint parameter within the task definition,(D) Define in array that includes the environment variables under the entryPoint parameter within the service definition,eng,DVA,eng
"A developer has created a new AWS IAM user that has s3 put object permission to write to a specific Amazon bucket. This S3 bucket uses server-side encryption with AWS KMS managed keys(SEE-KMS) as the encryption. Using the access key and secret key of the IAM user, the application received an access denied error when calling the PutObject API. How can this issue be resolved?",(A) Update the policy of the IAM user to allow the s3 Encrypt action.,(B) Update the bucket policy of the S3 bucket to allow the IAM user to upload objects,(C) Update the policy of the IAM user to allow the kms GenerateDatakey action,(D) Update the ACL of the bucket to allow the IAM user to upload objects,eng,DVA,eng
Games-R-Us is launching a new game app for mobile devices. Users will log into the game using their existing Facebook account and the game will record player data and scoring information directly to a DynamoDB table. What is the most secure approach for signing requests to the DynamoDB API?,(A) Create an IAM user with access credentials that are distributed with the mobile app to sign therequests,(B) Distribute the AWS root account access credentials with the mobile app to sign the requests,(C) Request temporary security credentials using web identity federation to sign the requests,(D) Establish cross account access between the mobile app and the DynamoDB table to sign therequests,eng,DVA,eng
"A Developer accesses AWS CodeCommit over SSH. The SSH keys configured to access AWS CodeCommit are tied to a user with the following permissions: The Developer needs to create/delete branches. Which specific IAM permissions need to be added, based on the principle of least privilege?",(A) 'codecommit:CreateBranch''codecommit:DeleteBranch,(B) 'codecommit:Put*,(C) 'codecommit:Update*,(D) 'codecommit:*,eng,DVA,eng
An application is designed to use Amazon SQS to manage messages from many independent senders. Each sender's messages must be processed in the order they are received. Which SQS feature should be implemented by the Developer?,(A) Configure each sender with a unique MessageGroupId,(B) Enable MessageDeduplicationIds on the SQS queue,(C) Configure each message with unique MessageGroupIds.,(D) Enable ContentBasedDeduplication on the SQS queue,eng,DVA,eng
A Developer created a new AWS account and must create a scalable AWS Lambda function that meets the following requirements for concurrent execution:* Average execution time of 100 seconds* 50 requests per second. Which step must be taken prior to deployment to prevent errors?,(A) Implement dead-letter queues to capture invocation errors,(B) Add an event source from Amazon API Gateway to the Lambda function,(C) Implement error handling within the application code,(D) Contact AWS Support to increase the concurrent execution limits,eng,DVA,eng
"A Developer is storing sensitive documents in Amazon S3 that will require encryption at rest. The encryption keys must be rotated annually, at least. What is the easiest way to achieve this?",(A) Encrypt the data before sending it to Amazon S3,(B) Import a custom key into AWS KMS with annual rotation enabled,(C) Use AWS KMS with automatic key rotation,(D) Export a key from AWS KMS to encrypt the data,eng,DVA,eng
"A company is migrating a single-server, on-premises web application to AWS. The company intends to use multiple servers behind an Elastic Load Balancer (ELB) to balance the load, and will also store session data in memory on the web server. The company does not want to lose that session data if a server fails or goes offline, and it wants to minimize user's downtime. Where should the company move session data to MOST effectively reduce downtime and make users' session data more fault tolerant?",(A) An Amazon ElastiCache for Redis cluster,(B) A second Amazon EBS volume,(C) The web server's primary disk,(D) An Amazon EC2 instance dedicated to session data,eng,DVA,eng
"A Developer created configuration specifications for an AWS Elastic Beanstalk application in a file named healthcheckurl.yaml in the .ebextensions/directory of their application source bundle. The file contains the following: After the application launches, the health check is not being run on the correct path, event though it is valid. What can be done to correct this configuration file?",(A) Convert the file to JSON format.,(B) Rename the file to a .config extension.,(C) Change the configuration section from options_settings to resources.,(D) Change the namespace of the option settings to a cusom namespace.,eng,DVA,eng
"A company wants to migrate its web application to AWS and leverage Auto Scaling to handle pear workloads. The Solutions Architect determined that the best metric for an Auto Scaling event is the number of concurrent users. Based on this information, what should the Developer use to autoscale based on concurrent users?",(A) An Amazon SNS topic to be triggered when a concurrent user threshold is met,(B) An Amazon Cloudwatch Network in metric,(C) Amazon CloudFront to leverage AWS Edge Locations,(D) A Custom Amazon CloudWatch metric for concurrent users.,eng,DVA,eng
A Developer must re-implement the business logic for an order fulfilment system. The business logic has to make requests to multiple vendors to decide where to purchase an item. The whole process can take up to a week to complete. What is the MOST efficient and SIMPLEST way to implement a system that meets these requirements?,"(A) Use AWS Step Functions to execute parallel Lambda functions, and join the results.","(B) Create an AWS SQS for each vendor, poll the queue from a worker instance, and joint the results.","(C) Use AWS Lambda to asynchronously call a Lambda function for each vendor, and join the results.",(D) Use Amazon CloudWatch Events to orchestrate the Lambda functions.,eng,DVA,eng
"An application under development is required to store hundreds of video files. The data must be encrypted within the application prior to storage, with a unique key for each video file. How should the Developer code the application?",(A) Use the KMS Encrypt API to encrypt the data. Store the encrypted data key and data.,(B) Use a cryptography library to generate an encryption key for the application. Use the encryption key to encrypt the data. Store the encrypted data.,(C) Use the KMS GenerateDataKey API to get a data key. Encrypt the data with the data key. Store the encrypted data key and data.,(D) Upload the data to an S3 bucket using server side-encryption with an AWS KMS key.,eng,DVA,eng
