question,optionA,optionB,optionC,optionD,language,category,language2
"A user in account A has created a bucket and added a bucket policy allowing all actions for a user in account (B) the user in account B has uploaded a file to the bucket, specifying Amazon S3 server-side encryption (SSE) and Amazon S3 reduced redundancy storage (RRS). Using the AWS management console, the user in account A attempts to download the file from the bucket but gets an 'Access Denied' error. What is causing the error?",(A) Account A user has not granted READ permission to itself,(B) Account B user has not granted READ permission to account A user,(C) SSE and RRS cannot be used on an object at the same time,(D) An SSE object cannot be copied between two different accounts,eng,SAA,eng
"A web application running on Amazon EC2 instances writes data synchronously to an Amazon DynamoDB table configured for 60 write capacity units. During normal operation the application writes 50 KB/s to the tale, but can scale up to 500 KB/ s during peak hours. The application is currently throttling errors from the DynamoDB table during peak hours. What is the MOST cost-efficient change to support the increased traffic with minimal changes to the application?",(A) Use Amazon SQS to manage the write operations to the DynamoDB table.,(B) Change DynamoDB table configuration to 600 write capacity units.,(C) Increase the number of Amazon EC2 instances to support the traffic.,(D) Configure Amazon DynamoDB Auto Scaling to handle the extra demand,eng,SAA,eng
Your application provides data transmission services. Files containing data to be transformed are first uploaded to Amazon S3 and then transformed by a fleet of spot EC2 instances. Files submitted by your premium customers must be transformed with the highest Priority. How should you implement such a system?,"(A) Use two SQS queues. One for high priority messages, the other for default priority. Transformation instances first poll the high priority queue, if there is no message; they poll the default priority queue",(B) Use Route latency based-routing to send high priority tasks to the closest transformation instances,"(C) Use a DynamoDB table with an attribute defining the priority level. Transformation instances will scan the table for tasks, sorting results by priority level",(D) Use a single SQS queue. Each message contains the priority level. Transformation instances poll high priority messages first,eng,SAA,eng
"A credit card processing application, hosted on an on-premises server, needs to communicate directly with a database hosted on an Amazon EC2 instance running in a private subnet of a VP(C) Compliance requirement state that end-to-end communication should be encrypted. Which solution will ensure that this requirement is met?",(A) Use HTTPS for traffic over VPC peering between the VPC and the on-premises datacenter,(B) Use HTTPS for traffic over the internet between the on-premises server and the Amazon EC2 instance,(C) Use HTTPS for traffic over a VPN connection between the VPC and the on-premises datacenter,(D) Use HTTPS for traffic over gateway VPC endpoints that have configured for the Amazon EC2 instance,eng,SAA,eng
"A company has a web application that makes requests to a backend API service. The API service is behind an Elastic Load Balancer running on Amazon EC2 instances. Most backend API service endpoint calls finish very quickly, but one endpoint that makes calls to create objects in an external service takes a long time to complete These long-running calls are causing client timeouts and increasing overall system latency What should be done to minimize the system throughput impact of the slow-running endpoint?",(A) Increase the load balancer idle timeout to allow the long-running requests to complete,(B) Change the EC2 instance size to increase memory and compute capacity,(C) Use Amazon ElastiCache for Redis to cache responses from the external service,(D) Use Amazon SQS to offload the long-running requests for asynchronous processing by separate workers.,eng,SAA,eng
"An AWS workload in a VPC is running a legacy database on an Amazon EC2 instance. Data is stored on a 200GB Amazon EBS (gp2) volume. At peak load times, logs show excessive wait time. What solution should be implemented to improve database performance using persistent storage?",(A) Migrate the data on the EBS volume to provisioned IOPS SSD (io1),(B) Migrate the data on the Amazon EBS volume to an SSD-backed volume.,(C) Change the EC2 instance type to one with burstable performance.,(D) Change the EC2 instance type to one with EC2 instance store volumes.,eng,SAA,eng
"A bank is writing new software that is heavily dependent upon the database transactions for write consistency. The application will also occasionally generate reports on data in the database, and will do joins across multiple tables. The database must automatically scale as the amount of data growth. Which AWS service should be used to run the database?",(A) Amazon S3,(B) Amazon Aurora,(C) Amazon DynamoDB,(D) Amazon Redshift,eng,SAA,eng
A company is developing an application to deliver dynamic content to users around the globe The content should be customized according to a user's device and be delivered with very low latency. Which service should be used?,(A) Lambda@Edge,(B) Amazon API Gateway,(C) Amazon CloudFront,(D) AmazonS3,eng,SAA,eng
A Solutions Architect is architecting a workload that requires a performant object-based storage system that must be shared with multiple Amazon EC2 instances. Which AWS service meets this requirement?,(A) Amazon EFS,(B) Amazon S3,(C) Amazon EBS,(D) Amazon ElastiCache,eng,SAA,eng
"A company hosts a website on premises. The website has a mix of static and dynamic content, but users experience latency when loading static files. Which AWS service can help reduce latency?",(A) Amazon CloudFront with on-premises servers as the origin,(B) ELB Application Load Balancer,(C) Amazon Route 53 latency-based routing,(D) Amazon EFS to store and serve static files,eng,SAA,eng
An organization is building an Amazon Redshift cluster in their shared services VP(C) The cluster will host sensitive data. How can the organization control which networks can access the cluster?,(A) Run the cluster in a different VPC and connect through VPC peering.,(B) Create a database user inside the Amazon Redshift cluster only for users on the network.,(C) Define a cluster security group for the cluster that allows access from the allowed networks.,(D) Only allow access to networks that connect with the shared services network via VPN.,eng,SAA,eng
"A Solutions Architect is designing a mobile application that will capture receipt images to track expenses. The Architect wants to store the images on Amazon S3. However, uploading images through the web server will create too much traffic. What is the MOST efficient method to store images from a mobile application on Amazon S3?",(A) Upload directly to S3 using a pre-signed URL.,"(B) Upload to a second bucket, and have a Lambda event copy the image to the primary bucket.","(C) Upload to a separate Auto Scaling group of servers behind an ELB Classic Load Balancer, and have them write to the Amazon S3 bucket.",(D) Expand the web server fleet with Spot Instances to provide the resources to handle the images.,eng,SAA,eng
A gaming application is heavily dependent on caching and uses Amazon ElasticCache for Redis. The application performance was recently degraded due to failure of the cache node. What should a Solutions Architect recommend to minimize performance degradation it the future?,(A) Migrate from ElasticCache to Amazon RDS,(B) Configure automatic backup to save cache data,(C) Configure ElasticCache Multi-AZ with automatic failover,(D) Use Auto Scaling to provision cache nodes based on CPU usage,eng,SAA,eng
"A Solutions Architect designed a system based on Amazon Kinesis Data Streams. After the workflow was put into production, the company noticed it performed slowly and identified Kinesis Data Streams as the problem.One of the streams has a total of 10 Mb/s throughput. What should the Solutions Architect recommend to improve performance?","(A) Use AWS Lambda to preprocess the data and transform the records into a simpler format, such as CSV.",(B) Run the Merge shard command to reduce the number of shards that the consumer can more easily process.,(C) Change the workflow to use Amazon Kinesis Data Firehose to gain a higher throughput.,(D) Run the UpdateshardCount command to increase the number of shards in the stream.,eng,SAA,eng
"To serve Web traffic for a popular product your chief financial officer and IT director have purchased 10 ml large heavy utilization Reserved Instances (RIs) evenly spread across two availability zones: Route 53 is used to deliver the traffic to an Elastic Load Balancer (ELB). After several months, the product grows even more popular and you need additional capacity As a result, your company purchases two C3.2xlarge medium utilization Ris You register the two c3 2xlarge instances with your ELB and quickly find that the ml large instances are at 100% of capacity and the c3 2xlarge instances have significant capacity that's unused Which option is the most cost effective and uses EC2 capacity most effectively?",(A) Use a separate ELB for each instance type and distribute load to ELBs with Route 53 weighted round robin,(B) Configure Autoscaning group and Launch Configuration with ELB to add up to 10 more on-demand mi large instances when triggered by Cloudwatch shut off c3 2xiarge instances,(C) Route traffic to EC2 ml large and c3 2xlarge instances directly using Route 53 latency based routing and health checks shut off ELB,(D) Configure ELB with two c3 2xiarge Instances and use on-demand Autoscailng group for up to two additional c3.2xlarge instances Shut on mi .large instances.,eng,SAA,eng
A customer is deploying a production portal application on AWS. The database tier has structured data. The company requires a solution that is easily manageable and highly availability.How can these requirements be met?,(A) Deploy the database on multiple Amazon EC2 instances backed by Amazon EBS across multiple Availability Zones,(B) Use Amazon RDS with a multiple Availability Zone option,(C) Use RDS with a single Availability Zone option and schedule periodic database snapshots,(D) Use Amazon DynamoDB,eng,SAA,eng
A retail company runs hourly flash sales and has a performance issue on its Amazon RDS for PostgreSOL database. The Database Administrators have identified that the issue with performance happens when finance and marketing employees refresh sales dashboards that are used for reporting real-time sales data. What should be done to resolve the issue without impacting performance?,(A) Create a Read Replica of the RDS PostgreSOL database and point the dashboards at the ReadReplica,(B) Move data from the RDS PostgreSQL database to Amazon Redshift nightly and point thedashboards at Amazon Redshift.,"(C) Monitor the database with Amazon CloudWatch and increase the instance size, as necessary. Make no changes to the dashboards.","(D) Take an hourly snapshot of the RDS PostgreSOL database, and load the hourly snapshots to another database to which the dashboards are pointed",eng,SAA,eng
A company has a workflow that uploads video files from their data center to AWS for transcoding. They use Amazon EC2 worker instances that pull transcoding jobs from SQS.Why is SQS an appropriate service for this scenario?,(A) SQS decouples the transcoding task from the upload.,(B) SQS can accommodate message payloads of any size.,(C) SQS checks the health of the worker instances.,(D) SQS synchronously provides transcoding output.,eng,SAA,eng
"A company's new web application running on Amazon EC2 across multiple Availability Zones (AZs) will be heavily accessed during regular business hours After business hours, usage will be minimal. What fleet-scaling approach should be used to size the EC2 fleet to handle the traffic demands?",(A) Manual scaling across all AZs,(B) Provisioning tor peak traffic,(C) Scheduled scaling,(D) Programmatic termination of all instances in one AZ during off-peak hours,eng,SAA,eng
"If you launch an instance into a VPC that has an instance tenancy of a ______________, your instance is automatically a Dedicated Instance, regardless of the tenancy of the instance.",(A) secured instance,(B) dedicated instance,(C) default instance,(D) new instance,eng,SAA,eng
A team has an application that detects new ejects being uploaded into an Amazon S3 bucket. The uploads trigger a Lambda function to write object metadata into an Amazon DynamoDB table and RDS PostgreSQL database. Which action should the team lake to ensure high availability?,(A) Enable cross-region replication in the Amazon S3 bucket,(B) Create a Lambda function for each Availability Zone the application is deployed in.,(C) Enable multi-AZ on the RDS PostgreSQL database,(D) Create a DynamoDB stream for the DynamoDB table,eng,SAA,eng
"Your website is serving on-demand training videos to your workforce. Videos are uploaded monthly in high resolution MP4 format. Your workforce is distributed globally often on the move and using company-provided tablets that require the HTTP Live Streaming (HLS) protocol to watch a video. Your company has no video transcoding expertise and it required you may need to pay for a consultant.
 
How do you implement the most cost-efficient architecture without compromising high availability and quality of video delivery'?","(A) Elastic Transcoder to transcode original high-resolution MP4 videos to HLS S3 to host videos with Utecycle Management to archive original flies to Glacier after a few days
CloudFront to serve HLS transcoded videos from S3",(B) A video transcoding pipeline running on EC2 using SQS to distribute tasks and Auto Scaling to adjust the number or nodes depending on the length of the queue S3 to host videos with Lifecycle Management to archive all files to Glacier after a few days CloudFront to serve HLS transcoding videos from Glacier,(C) Elastic Transcoder to transcode original nigh-resolution MP4 videos to HLS EBS volumes to host videos and EBS snapshots to incrementally backup original rues after a few days CloudFront to serve HLS transcoded videos from EC2.,"(D) A video transcoding pipeline running on EC2 using SOS to distribute tasks and Auto Scaling to adjust the number of nodes depending on the length of the queue E8S volumes to host videos and EBS snapshots to incrementally backup original files after a few days
CloudFront to serve HLS transcoded videos from EC2",eng,SAA,eng
A Solutions Architect is designing a VP(C) Instances in a private subnet must be able to establish IPv6 to the Internet. The design must scale automatically and not incur any additional cost.This can be accomplished with.,(A) an egress-only internet gateway,(B) a NAT gateway,(C) a custom NAT instance,(D) a VPC endpoint,eng,SAA,eng
"A company runs a legacy application with a single-tier architecture on an Amazon EC2 Instance. Disk I/O is low, with occasional small spikes during business hours. The company requires the instance to be stopped from 8 PM to 8 AM daily. Which storage option is MOST appropriate for this workload?",(A) Amazon EC2 instance storage,(B) Amazon EBS General Purpose SSD (gp2) storage,(C) Amazon S3,(D) Amazon EBS Provision IOPS SSD (io1) storage,eng,SAA,eng
An organization is currently hosting a large amount of frequently accessed data consisting of key-value pairs and semi-structured documents in their data center. They are planning to move this data to AWS. Which of one of the following services MOST effectively meets their needs?,(A) Amazon Redshift,(B) Amazon RDS,(C) Amazon DynamoDB,(D) Amazon Aurora,eng,SAA,eng
"A retail company operates an e-commerce environment that runs on Amazon EC2 instances behind an Application Load Balancer. The instances run in an Amazon EC2 Auto Scaling group. Images are hosted in an Amazon S3 bucket using a custom domain name. During a flash sale with 10,000 simultaneous users, some images on the website are not loading. What should be done to resolve the performance issue?",(A) Move the images to the EC2 instances in the Auto Scaling group,(B) Enable Transfer Acceleration for the S3 bucket,(C) Configure an Amazon CloudFront distribution with the S3 bucket as the origin.,"(D) Increase the number of minimum, desired, and maximum EC2 instances in the Auto Scaling group",eng,SAA,eng
You need a solution to distribute traffic evenly across all of the containers for a task running on Amazon ECS. Your task definitions define dynamic host port mapping for your containers. What AWS feature provides this functionality?,(A) All elastic Load balancing instances support dynamic host port mapping,(B) Application load balancers support dynamic host port mapping,(C) CloudFront custom origins support dynamic host port mapping,(D) Classic load balancers support dynamic host port mapping,eng,SAA,eng
A Solutions Architect is designing a workload that requires capacity reservation al all limesusing many r4.2xlarge instances. The workload will run 24/7 for the next two years and uses Amazon Linux What Isthe MOST cost-effective way to obtain this required compute capacity?,(A) Regional Standard Reserved instances,(B) Spot Fleet,(C) Regional Convertible Reserved Instances,(D) Standard Reserved Instances,eng,SAA,eng
"You are looking to migrate your Development (Dev) and Test environments to AWS. You have decided to use separate AWS accounts to host each environment. You plan to link each accounts bill to a Master AWS account using Consolidated Billing. To make sure you Keep within budget you would like to implement a way for administrators in the Master account to have access to stop, delete and/or terminate resources in both the Dev and Test accounts. Identify which option will allow you to achieve this goal?",(A) Create IAM users in the Master account with full Admin permissions. Create crossaccount roles in the Dev and Test accounts that grant the Master account access to the resources in the account by inheriting permissions from the Master account.,(B) Create IAM users and a cross-account role in the Master account that grants full Admin permissions to the Dev and Test accounts.,(C) Create IAM users in the Master account Create cross-account roles in the Dev and Test accounts that have full Admin permissions and grant the Master account access.,(D) Link the accounts using Consolidated Billing. This will give IAM users in the Master account access to resources in the Dev and Test accounts,eng,SAA,eng
"A Solutions Architect is designing a photo application on AWS. Every time a user uploads a photo to Amazon S3, the Architect must insert a new item to a DynamoDB table. Which AWS-managed service is the BEST fit to insert the item?",(A) Lambda@Edge,(B) AWS Lambda,(C) Amazon API Gateway,(D) Amazon EC2 instances,eng,SAA,eng
You have configured mycorp.com as an Amazon route 53 private hosted zone for Amazon virtual private cloud. Amazon elastic compute cloud (EC2) instances in your eu-east-1 virtual private cloud successfully resolve to internal.mycorp.com. You are extending your infrastructure to a VPC in eu-west-1. Why are Amazon EC2 instance in eu-west-1 unable to resolve to internal.mycorp.com?,(A) The VPC in eu-west 1 is not associated to the private hosted zone,(B) The DHCP options set in eu-west-1 requires the private hosted zone name server IP addresses,(C) The enableDnsHostnames attribute of the VPC in eu-west-1 should be set to false,(D) A second private hosted zone for Amazon VPC is requires for eu-west-1,eng,SAA,eng
A company uses Amazon S3 for storing a variety of files. A Solutions Architect needs to design a feature that will allow users to instantly restore any deleted files within 30 days of deletion. Which is the Most cost-efficient solution?,(A) Create lifecycle policies that move the objects to Amazon Glacier and delete them after 30 days,(B) Enable cross-region replication. Empty the replica bucket every 30 days using an AWS Lambda function,(C) Enable versioning and create a lifecycle policy to remove expired versions after 30 days,"(D) Enable versioning and MFA Delete. Using a Lambda function, remove MFA delete from objects more than 30 days old",eng,SAA,eng
"Your company has an on-premises multi-tier PHP web application, which recently experienced downtime due to a large burst In web traffic due to a company announcement Over the coming days, you are expecting similar announcements to drive similar unpredictable bursts, and are looking to find ways to quickly improve your infrastructures ability to handle unexpected increases in traffic.
 
The application currently consists of 2 tiers a web tier which consists of a load balancer and several Linux Apache web servers as well as a database tier which hosts a Linux server hosting a MySQL database.
Which scenario below will provide full site functionality, while helping to improve the ability of your application in the short timeframe required?","(A) Offload traffic from on-premises environment Setup a CloudFront distribution and configure CloudFront to cache objects from a custom origin Choose to customize your object cache behavior, and select a TTL that objects should exist in cache","(B) Migrate to AWS Use VM import ‘Export to quickly convert an on-premises web server to an AMI create an Auto Scaling group, which uses the imported AMI to scale the web tier based on incoming traffic Create an RDS read replica and setup replication between the RDS instance and on-premises MySQL server to migrate the database.",(C) Failover environment: Create an S3 bucket and configure it tor website hosting Migrate your DNS to Route53 using zone (lie import and leverage Route53 DNS failover to failover to the S3 hosted website.,(D) Hybrid environment Create an AMI which can be used of launch web servers in EC2 Create an Auto Scaling group which uses the * AMI to scale the web tier based on incoming traffic Leverage Elastic Load Balancing to balance traffic between on-premises web servers and those hosted in AWS.,eng,SAA,eng
"A customer owns a MySQL database that is accessed by various clients who expect, at most 100 ms latency on requests. Once a record is stored in the database, it is rarely changed Clients only access one record at a time. Database access has been increasing exponentially due to increased client demand. The resultant load will soon exceed the capacity of the most expensive hardware available for purchase. The customer wants to migrate to AWS, and is willing to change database systems. Which service would alleviate the database load issue and offer virtually unlimited scalability for the future?",(A) Amazon RDS,(B) Amazon DynamoDB,(C) AWS Data Pipeline,(D) Amazon Redshift,eng,SAA,eng
"An application requires a highly available relational database with an initial storage capacity of 8 T(B) The database will grow by 8 GB every day. To support expected traffic, at least eight read replicas will be required to handle database reads. Which option will meet these requirements?",(A) DynamoDB,(B) Amazon S3,(C) Amazon Aurora,(D) Amazon Redshift,eng,SAA,eng
"An Administrator is hosting on application on a single Amazon EC2 instance, which users can access by the public hostname. The administrator is adding a second instance, but does not want users to have to decide between many public hostnames. Which AWS service will decouple the users from specific Amazon EC2 instances?",(A) Amazon ELB,(B) Auto Scaling group,(C) Amazon EC2 security group,(D) Amazon SQS,eng,SAA,eng
"A Solution Architect is investigating purchasing options for a batch processing application on Amazon EC2 The batch job downloads an image from an Amazon S3 bucket, adds copyright information and uploads it back to Amazon S3, it normally takes 5 to 10 hours process all the files uploaded each week The application has built-in capabilities to process files in parallel, recover from the instance and continue the processing from where it left off.What is the MOST cost-effective purchasing option the Solutions Architect can recommend?",(A) Standard Reserved Instances,(B) Scheduled Reserved Instances,(C) Spot Instances,(D) On-Demand Instances,eng,SAA,eng
Which of the following should be referred to if you want to map Amazon Elastic Block Store to an Amazon EC2 instance for AWS CloudFormation resources?,(A) The logical IDs of the instance,(B) Reference the logical IDs of both the block stores and the instance,(C) Reference the physical IDs of the instance,(D) Reference the physical IDs of the both the block stores and the instance,eng,SAA,eng
A solutions Architecture is developing a new web application on AWS. The services must scale to support an increasing load. The Architecture wants to focus an software development and deployment new features rather than provisioning or managing servers. Which AWS service is appropriate?,(A) Auto Scaling,(B) Elastic Beanstalk,(C) EC2 Container Server,(D) CloudFormation,eng,SAA,eng
"As part of securing an API layer but on Amazon API Gateway, a Solutions Architect has to authorize users who are currently authenticated by an existing identity provider. The users must be denied access for a period of one hour after three unsuccessful attempts. How can be Solutions Architect meet these requirements?",(A) Use AWS IAM authorization and add least-privileged permissions to each respective IAM role,(B) Use an API Gateway custom authorizer to invoke an AWS Lambda function to validate each user's identity,(C) Use Amazon Cognito user pools to provide built-in user management,(D) Use Amazon Cognito user pools to integrate with external identity providers,eng,SAA,eng
"A Solutions Architect is designing an elastic application that will have between 10 and 50 Amazon EC2 concurrent instances running, dependent on load. Each instance must mount storage that will read and write to the same 50 GB folder. Which storage type meets the requirements?",(A) Amazon S3,(B) Amazon EFS,(C) Amazon EBS volumes,(D) Amazon EC2 instance store,eng,SAA,eng
"A company is running a series of national TV campaigns. These 30 second advertisements will introduce sudden traffic peaks targeted at a Node .js application. The company experts traffic to increase from five requests each minute to more than 5,000 requests each minutes. Which AWS service should a Solution Architecture use to ensure traffic surges can be handled?",(A) AWS Lambda,(B) Amazon ElasticCache,(C) Size EC2 instance to handle peak load,(D) An Auto Scaling group for EC2 instance.,eng,SAA,eng
"As part of securing an API layer built on Amazon API gateway, a Solutions Architect has to authorize users who are currently authenticated by an existing identity provider. The users must be denied access for a period of one hour after three unsuccessful attempts. How can the Solutions Architect meet these requirements?",(A) Use AWS IAM authorization and add least-privileged permissions to each respective IAM role.,(B) Use an API Gateway custom authorizer to invoke an AWS Lambda function to validate each user'sidentity.,(C) Use Amazon Cognito user pools to provide built-in user management.,(D) Use Amazon Cognito user pools to integrate with external identity providers.,eng,SAA,eng
"You are building a system to distribute confidential training videos to employees. Using cloudfront, what method could be used to serve content that is stored in S3, but not public all accessible from S3 directly?",(A) Add the CloudFront account security group 'amazon-ct/amazon-cf-sg' to the appropriate S3bucket policy,(B) Create an Origin Access identity for CloudFront and grant access to the objects in your S3 bucket to that OAI,(C) Create an identity and Access Amangeement User for CloudFornt and grant Access to the objects in your S3 bucket to that IAM user,(D) Create a S3 bucket policy that lists the Cloudfront distribution ID as the Principle and the target as the Amazon Resource Name,eng,SAA,eng
"A Solutions Architect is designing a shared file system for a company. Multiple users will be accessing it at any given time. Different teams will have their own directories, and the company wants to secure files so that users can access only files owned by their team. How should the Solutions Architect design this?",(A) Use Amazon EFS and control permissions by using file-level permissions.,(B) Use Amazon S3 and control permissions by using ACLs.,(C) Use Amazon EFS and control permissions by using security groups.,(D) Use AWS Storage Gateway and control permissions by using AWS Identity and Access Management (IAM),eng,SAA,eng
"An application hosted at the EC2 instances receives HTTP requests through the EL(B) Each request has an X-Forwarded-For request header, having three IP addresses. Which of the following IP address will be a part of this header?",(A) IP address of ELB,(B) IP address of Forward Request,(C) IP address of client,(D) IP address of CloudWatch,eng,SAA,eng
"AWS requires ____________ when you need to specify a resource uniquely across all of AWS, such as in IAM policies, Amazon Relational Database Service (Amazon RDS) tags, and API calls.",(A) IAM Used Id,(B) Account Id,(C) IAM policy,(D) Amazon Resource Names,eng,SAA,eng
Employees from several companies use an application once a year during a specific 30- day period. The periods are different for each company. Traffic to the application spikes during these 30-day periods. How can the application be designed to handle these traffic spikes?,(A) Use an Amazon Route 53 to cache static elements of the website requests,(B) Use Amazon S3 to cache static elements of the website requests,(C) Use an Auto Scaling group to scale the number of EC2 instances to match the site traffic,(D) Use Amazon CloudFront to serve static assets to decrease the load on the EC2 instances,eng,SAA,eng
"A company is evaluating Amazon S3 as a data storage solution for their daily analyst reports. The company has implemented stringent requirements concerning the security of the data at test Specifically, the CISO asked for the use of envelope encryption with separate permissions for the use of an envelope key, automated rotation of the encryption keys, and visibility into when an encryption key was used and by whom. Which steps should a Solutions Architect take to satisfy the security requirements requested by the CISO?",(A) Create an Amazon S3 bucket to store the reports and use Server-Side Encryption with Customer-Provided Keys (SSE-C),(B) Create an Amazon S3 bucket to store the reports and use Server-Side Encryption with AmazonS3Managed Keys (SSE-S3),(C) Create an Amazon S3 bucket to store the reports and use Server-Side Encryption with AWS KMS-Managed Keys (SSE-KMS),(D) Create an Amazon S3 bucket to store the reports and use Amazon S3 versioning with Server- SideEncryption with Amazon S3-Managed Keys (SSE-S3),eng,SAA,eng
A user is configuring MySQL RDS with PIOPS. What should be the minimum size of DB storage provided by the user?,(A) 1 TB,(B) 50 GB,(C) 5 GB,(D) 100 GB,eng,SAA,eng
What does Amazon DynamoDB provide?,(A) A predictable and scalable MySQL database.,(B) A fast and reliable PL/SQL database cluster.,"(C) A standalone Cassandra database, managed by Amazon Web Services.","(D) A fast, highly scalable managed NoSQL database service.",eng,SAA,eng
"A web application stores all data in an Amazon RDS Aurora database instance. A Solutions Architect wants to provide access to the data for a detailed report for the Marketing team, but is concerned that the additional load on the database will affect the performance of the web application. How can the report be created without affecting the performance of the application?",(A) Create a read replica of the database.,(B) Provision a new RDS instance as a secondary master.,(C) Configure the database to be in multiple regions.,(D) Increase the number of provisioned storage IOPS.,eng,SAA,eng
A Solutions Architect is designing a solution to store a large quantity of event data in Amazon S3. The Architect anticipates that the workload will consistently exceed 100 requests each second. What should the Architect do in Amazon S3 to optimize performance?,(A) Randomize a key name prefix,(B) Store the event data in separate buckets.,(C) Randomize the key name suffix.,(D) Use Amazon S3 Transfer Acceleration.,eng,SAA,eng
"A client is migrating a legacy web application to the AWS Cloud. The current system uses an Oracle database as a relational database management system solution. Backups occur every night, and the data is stored on premises. The Solutions Architect must automate the backups and identity a storage solution while keeping costs low. Which AWS service will meet these requirements?",(A) Amazon RDS,(B) Amazon RedShift,(C) Amazon DynamoDB Accelerator,(D) Amazon ElastiCache,eng,SAA,eng
Fill in the blanks: Resources that are created in AWS are identified by a unique identifier called an __________,(A) Amazon Resource Number,(B) Amazon Resource Nametag,(C) Amazon Resource Name,(D) Amazon Resource Namespace,eng,SAA,eng
"Developers are creating a new online transaction processing (OLTP) application for a small database that is very read-write intensive. A single table in the database is updated continuously throughout the day, and the developers want to ensure that the database performance is consistent. Which Amazon EBS storage option will achieve the MOST consistent performance to help maintain application performance?",(A) Provisioned IOPS SSD,(B) General Purpose SSD,(C) Cold HDD,(D) Throughput Optimized HDD,eng,SAA,eng
"An application saves the logs to an S3 bucket. A user wants to keep the logs for one month for troubleshooting purposes, and then purge the logs. What feature will enable this?",(A) Adding a bucket policy on the S3 bucket.,(B) Configuring lifecycle configuration rules on the S3 bucket.,(C) Creating an IAM policy for the S3 bucket.,(D) Enabling CORS on the S3 bucket.,eng,SAA,eng
"An Administrator is hosting an application on a single Amazon EC2 instance, which users can access by the public hostname. The administrator is adding a second instance, but does not want users to have to decide between many public hostnames. Which AWS service will decouple the users from specific Amazon EC2 instances?",(A) Amazon SQS,(B) Auto Scaling group,(C) Amazon EC2 security group,(D) Amazon ELB,eng,SAA,eng
Which of the following is not a feature provided by Route53?,(A) Registration of Domain Names,(B) Routing of internet traffic to domain resources,(C) Offloading content to cache locations,(D) (D) Health check of resources,eng,SAA,eng
A media company asked a Solutions Architect to design a highty available storage solution to serve as a centralized document store for their Amazon EC2 instances. The storage solution needs to be POSIX-compliant scale dynamically and be able to serve up to 100 concurrent EC2 instances. Which solution meets these requirements?,(A) Create an Amazon S3 bucket and store all of the documents in this bucket.,"(B) Create an Amazon EBS volume and allow multiple users to mount that volume to their EC2
instance(s)",(C) Use Amazon Glacier to store all of the documents,(D) Create an Amazon Elastic File System (Amazon EFS) to store and share the documents.,eng,SAA,eng
A Solutions Architect is designing an application on AWS that will connect to the on-premise data center through a VPN connection. The solution must be able to log network traffic over the VPN.Which service logs this network traffic?,(A) AWS CloudTrail,(B) logs Amazon VPC flow logs,(C) Amazon S3 bucket logs,(D) Amazon CloudWatch Logs,eng,SAA,eng
"Your company is in the process of developing a next generation pet collar that collects biometric information to assist families with promoting healthy lifestyles for their pets Each collar will push 30kb of biometric data In JSON format every 2 seconds to a collection platform that will process and analyze the data providing health trending information back to the pet owners and veterinarians via a web portal Management has tasked you to architect the collection platform ensuring the following requirements are met. Provide the ability for real-time analytics of the inbound biometric data. Ensure processing of the biometric data is highly durable. Elastic and parallel, The results of the analytic processing should be persisted for data mining. Which architecture outlined below win meet the initial requirements for the collection platform?",(A) Utilize S3 to collect the inbound sensor data analyze the data from S3 with a daily scheduled Data Pipeline and save the results to a Redshift Cluster.,"(B) Utilize Amazon Kinesis to collect the inbound sensor data, analyze the data with Kinesis clients and save the results to a Redshift cluster using EMR.",(C) Utilize SQS to collect the inbound sensor data analyze the data from SQS with Amazon Kinesis and save the results to a Microsoft SQL Server RDS instance.,"(D) Utilize EMR to collect the inbound sensor data, analyze the data from EUR with Amazon
Kinesis and save me results to DynamoD(B)",eng,SAA,eng
"You are looking to migrate your Development (Dev) and Test environments to AWS. You have decided to use separate AWS accounts to host each environment. You plan to link each accounts bill to a Master AWS account using Consolidated Billing. To make sure you Keep within budget you would like to implement a way for administrators in the Master account to have access to stop, delete and/or terminate resources in both the Dev and Test accounts. Identify which option will allow you to achieve this goal.","(A) Create IAM users in the Master account with full Admin permissions. Create cross-account roles in
the Dev and Test accounts that grant the Master account access to the resources in the account by
inheriting permissions from the Master account.","(B) Create IAM users and a cross-account role in the Master account that grants full Admin
permissions to the Dev and Test accounts.",(C) Create IAM users in the Master account. Create cross-account roles in the Dev and Test accounts that have full Admin permissions and grant the Master account access,"(D) Link the accounts using Consolidated Billing. 
This will give IAM users in the Master account access to
resources in the Dev and Test accounts.",eng,SAA,eng
A company is creating a web application that will run on an Amazon EC2 instance. The application on the instance needs access to an Amazon DynamoDB table for storage What should be done to meet these requirements?,(A) Create another AWS account root user with permissions to the DynamoDB table.,(B) Create an IAM role and assign the role to the EC2 instance with permissions to the DynamoDB table.,(C) Create an identity provider and assign the identity provider to the EC2 instance with permissions to the DynamoDB table.,(D) Create identity federation with permissions to the DynamoDB table,eng,SAA,eng
A company is writing a new service running on Amazon EC2 that must create thumbnail images of thousands of images in a large archive. The system will write scratch data to storage during the process. Which storage service is best suited for this scenario?,(A) EC2 instance store,(B) Amazon EFS,(C) Amazon CloudSearch,(D) Amazon EBS Throughput Optimized HDD (st1),eng,SAA,eng
